,NMF1,NMF2,NMF3,NMF4,NMF5,Class
C27 H34 O15,0.6814431991949755,0.3625547792154209,0.3875301914594323,0.804823034350086,0.086727996149115,lignin
C28 H32 O17,0.6353750023418767,0.3362492681644632,0.3820322912991006,0.742280221436202,1.569924118536804e-06,lignin
C28 H30 O17,0.5969271471452998,0.4237912583329638,0.3837184948481621,0.7604502898421546,1.569924118536804e-06,lignin
C27 H32 O17,0.55324285557278,0.3092481116875822,0.358509043835565,0.8147790422139867,1.569924118536804e-06,lignin
C29 H30 O16,0.5635661988690664,0.3110196597856453,0.4113127967242564,0.8038091112519263,1.569924118536804e-06,lignin
C30 H32 O17,0.587567705284406,0.259316764448249,0.4282067696959997,0.8369863921872246,1.569924118536804e-06,lignin
C20 H16 O9,0.672087814917299,0.2727591011099479,0.511952373619052,0.7608163820232099,1.569924118536804e-06,lignin
C26 H22 O13,0.5807565759648207,0.2761532796193363,0.5040242419402207,0.7873413360824472,1.569924118536804e-06,lignin
C25 H22 O12,0.6244694709943414,0.1941415681620854,0.5142871108757981,0.7883531348546045,1.569924118536804e-06,lignin
C27 H34 O16,0.6361416351018419,0.2166026531488368,0.4054741240380176,0.7470552637213536,1.569924118536804e-06,lignin
C30 H30 O16,0.583510572909711,0.1813987329203563,0.3733589384697182,0.6611475201901696,1.569924118536804e-06,lignin
C29 H32 O17,0.5734762197070105,0.2974185244524649,0.3980664579607293,0.5849343596542341,1.569924118536804e-06,lignin
C27 H26 O13,0.8725838719983777,0.1990419943458274,0.4966915076368364,0.7264198264762007,1.569924118536804e-06,lignin
C29 H30 O15,0.8692434290445413,0.1923873318706262,0.5034158786633445,0.775954417628861,1.569924118536804e-06,lignin
C22 H22 O9,0.8662086573597396,0.1667709190890342,0.4969866608715185,0.7653589876382815,0.033561978553644,lignin
C29 H36 O14,0.8803121153123071,0.115312889415232,0.4361211002466226,0.7142125641314104,0.0950661421055014,lignin
C29 H34 O14,0.8816444052289324,0.122863427840534,0.4307948988484689,0.797868256559454,0.0784083583906804,lignin
C27 H30 O12,0.8982440282644234,0.1219822829926883,0.4365960261023482,0.7985898192915533,0.079773642158224,lignin
C26 H26 O12,0.8903811333000244,0.1044685588672117,0.5069671038376204,0.7758904223080431,0.083838302354346,lignin
C23 H32 O13,0.86416834421851,0.1161025246960352,0.4270867703578175,0.7611368897088,1.569924118536804e-06,lignin
C28 H36 O15,0.9196699712091928,0.1333908740028238,0.4324577955931208,0.7811381271286963,1.569924118536804e-06,lignin
C26 H34 O15,0.9331869330591944,0.1042416175509425,0.4168904013829446,0.7379410200358463,1.569924118536804e-06,lignin
C28 H30 O13,0.9087321294767792,0.1136580453869779,0.3515990138278554,0.788692761474215,1.569924118536804e-06,lignin
C28 H32 O13,0.9533786693952327,2.3634394908793333e-06,0.4789685124276972,0.5966817939331197,0.0818374537055403,lignin
C24 H34 O13,0.9483527765040084,2.3634394908793333e-06,0.4055129421968978,0.6710809570902965,1.569924118536804e-06,lignin
C30 H36 O14,0.988949547809902,2.3634394908793333e-06,0.4472442527647597,0.76608931321514,1.569924118536804e-06,lignin
C25 H34 O14,0.9916852605835044,2.3634394908793333e-06,0.4483837407277896,0.7660830287507167,1.569924118536804e-06,lignin
C26 H36 O13,0.9860919071653012,2.3634394908793333e-06,0.4642923051909106,0.7595007161191467,1.569924118536804e-06,lignin
C28 H38 O13,0.95564590663491,2.3634394908793333e-06,0.446411372575098,0.7521956900788931,0.0786878616748901,lignin
C27 H36 O14,0.953467635664293,2.3634394908793333e-06,0.4455730832977235,0.7534987870541096,0.0797272702738136,lignin
C28 H38 O12,0.9509521344440623,2.3634394908793333e-06,0.4469948381394138,0.7567536085438975,0.0794209909362921,lignin
C29 H38 O14,0.8978423776195331,2.3634394908793333e-06,0.4093141388143725,0.7640017203500075,0.0801190302028719,lignin
C29 H38 O13,0.8973778093879652,2.3634394908793333e-06,0.407918077139318,0.762935397210459,0.0795486495725638,lignin
C27 H38 O12,0.8411245777233071,2.3634394908793333e-06,0.4083549007448314,0.7784779398923728,0.0721029020043272,lignin
C21 H20 O8,0.8388201710176149,2.3634394908793333e-06,0.5365152397864492,0.8008009771191502,1.569924118536804e-06,lignin
C26 H26 O11,0.8442646461972781,2.3634394908793333e-06,0.4999209716376077,0.7972861027212528,1.569924118536804e-06,lignin
C21 H24 O7,0.8433061548728419,2.3634394908793333e-06,0.4995971422835068,0.7988121654131225,1.569924118536804e-06,lignin
C29 H32 O14,0.9068716524312288,2.3634394908793333e-06,0.4759671846557545,0.7851500938111214,1.569924118536804e-06,lignin
C25 H26 O10,0.9202753025128664,2.3634394908793333e-06,0.498038450022734,0.7896229507224523,1.569924118536804e-06,lignin
C25 H24 O11,0.9170519784425112,2.3634394908793333e-06,0.5280318811629793,0.7864487651071665,1.569924118536804e-06,lignin
C23 H24 O9,0.9493499401030586,2.3634394908793333e-06,0.5171134785238536,0.7472864612012656,0.0854925094152161,lignin
C25 H28 O10,0.9434681476210892,2.3634394908793333e-06,0.5212662658426611,0.7511152047659962,0.0853026068243781,lignin
C26 H28 O11,0.9372052428784154,2.3634394908793333e-06,0.5210316864358217,0.7590148650597144,0.0685079564604597,lignin
C27 H38 O11,0.908334586508726,2.3634394908793333e-06,0.4914888402565944,0.7759429993765988,0.0666247242757801,lignin
C22 H24 O8,0.8830225809014467,2.3634394908793333e-06,0.5280409891121428,0.7746708821555819,0.0559298754612117,lignin
C27 H28 O12,0.8843408446044814,2.3634394908793333e-06,0.5287222955277344,0.7717348865932989,0.0560671522770466,lignin
C24 H24 O10,0.8812974568170454,2.3634394908793333e-06,0.5269740067880869,0.7717267433436237,0.0561500843044729,lignin
C23 H22 O10,0.8850054867541949,2.3634394908793333e-06,0.5149867127351243,0.7629502674924747,0.1262250436122457,lignin
C25 H36 O11,0.8858989565599148,2.3634394908793333e-06,0.5188303866002261,0.7572663677326918,0.1264695306394737,lignin
C28 H36 O11,0.8905158851377339,2.3634394908793333e-06,0.5938210638784622,0.7490606274674821,0.1446324972396239,lignin
C28 H28 O13,0.8494674697542237,2.3634394908793333e-06,0.349448503734975,0.8199452260243035,1.569924118536804e-06,lignin
C30 H32 O15,0.8437150189990072,2.3634394908793333e-06,0.3749654375204233,0.8094927454709591,1.569924118536804e-06,lignin
C27 H38 O13,0.8204810470287921,2.3634394908793333e-06,0.4180855313585496,0.8089057233856694,1.569924118536804e-06,lignin
C30 H38 O14,0.8899515304151929,2.3634394908793333e-06,0.4162860551491492,0.8055340639657573,1.569924118536804e-06,lignin
C28 H38 O14,0.886827792461331,2.3634394908793333e-06,0.4151167774309952,0.8035054211471874,1.569924118536804e-06,lignin
C30 H34 O15,0.8767607782184124,2.3634394908793333e-06,0.4587013369037555,0.786288112953246,1.569924118536804e-06,lignin
C29 H30 O14,0.8992676412948158,2.3634394908793333e-06,0.3692931340540571,0.7851813391060712,1.569924118536804e-06,lignin
C29 H40 O12,0.9266474113470664,2.3634394908793333e-06,0.34583674450556,0.7959517604510865,1.569924118536804e-06,lignin
C24 H26 O9,0.9275937800154708,2.3634394908793333e-06,0.3480792886349658,0.8002441381658091,1.569924118536804e-06,lignin
C29 H32 O13,0.9257945173735194,2.3634394908793333e-06,0.3465342384115863,0.8010838665317838,1.569924118536804e-06,lignin
C27 H26 O12,0.9249097638576737,2.3634394908793333e-06,0.3449345802659298,0.8019208509766722,1.569924118536804e-06,lignin
C30 H36 O15,1.0,2.3634394908793333e-06,0.2717912257597302,0.7779865124771845,1.569924118536804e-06,lignin
C29 H38 O12,0.9595328709825792,2.3634394908793333e-06,0.2684399180809575,0.7711413145028356,0.0794979732417175,lignin
C29 H34 O13,0.9591771060935784,2.3634394908793333e-06,0.3366370794871803,0.7655643391518328,0.0804422508092359,lignin
C28 H32 O12,0.9548889920372184,2.3634394908793333e-06,0.3416038947340622,0.769862647276645,0.0804817374227946,lignin
C28 H34 O11,0.9193507746627672,2.3634394908793333e-06,0.3420231785772126,0.7740159701518035,0.067472815439052,lignin
C27 H32 O11,0.902942008319348,2.3634394908793333e-06,0.3331359679196553,0.7029952819604626,0.1458301841130642,lignin
C26 H30 O10,0.9040286391236582,2.3634394908793333e-06,0.3361216252463123,0.7627529707150154,0.1426806750374846,lignin
C25 H36 O12,0.8981863204142222,2.3634394908793333e-06,0.3400897081288088,0.7791854289647071,0.1209645676403846,lignin
C29 H36 O12,0.8889377357343139,2.3634394908793333e-06,0.3206969752699691,0.7752015210882285,0.0815707623711081,lignin
C27 H30 O11,0.8588295665769757,2.3634394908793333e-06,0.3450846824499604,0.7723644837122172,0.0867246042084545,lignin
C25 H36 O10,0.8275686931305918,2.3634394908793333e-06,0.3390542655588431,0.7905412791505103,0.1490464443687074,lignin
C30 H36 O17,0.6947360922828675,0.0977316050607351,0.2261947839530822,0.8326139981930837,1.569924118536804e-06,lignin
C31 H32 O15,0.7057518796879488,2.3634394908793333e-06,0.1869566849801407,0.8668456529341677,1.569924118536804e-06,lignin
C27 H36 O15,0.8014034929880454,2.3634394908793333e-06,0.2374247659535474,0.8397205767792935,1.569924118536804e-06,lignin
C31 H36 O16,0.8311448766599898,2.3634394908793333e-06,0.2602054172649807,0.8366925270902461,1.569924118536804e-06,lignin
C30 H38 O15,0.8428348740961984,2.3634394908793333e-06,0.257954878822117,0.8190430955820126,1.569924118536804e-06,lignin
C30 H38 O13,0.8231661151526087,2.3634394908793333e-06,0.3102475922400591,0.8131674754005261,1.569924118536804e-06,lignin
C28 H30 O12,0.7851723586210269,2.3634394908793333e-06,0.3141666154924545,0.82825780218471,1.569924118536804e-06,lignin
C30 H40 O13,0.7792763896446068,2.3634394908793333e-06,0.3118355373244552,0.8313881735761993,1.569924118536804e-06,lignin
C26 H36 O14,0.7491923155184724,2.3634394908793333e-06,0.4208397910946689,0.8248237406884816,1.569924118536804e-06,lignin
C29 H28 O15,0.7669102285260924,2.3634394908793333e-06,0.3802828093783399,0.8109814554306226,1.569924118536804e-06,lignin
C25 H36 O9,0.7707490529049741,2.3634394908793333e-06,0.3532919389638542,0.8168279546431615,1.569924118536804e-06,lignin
C26 H36 O9,0.695735910843776,2.3634394908793333e-06,0.3616730419659297,0.819642863623316,0.0474878605393274,lignin
C29 H28 O14,0.6963363830663126,2.3634394908793333e-06,0.3895635311670043,0.8346201585614631,1.569924118536804e-06,lignin
C22 H22 O8,0.698843268183909,2.3634394908793333e-06,0.3586912823642422,0.8300099285686531,1.569924118536804e-06,lignin
C28 H40 O11,0.7252360436419625,2.3634394908793333e-06,0.3556483125714517,0.8347256667529084,1.569924118536804e-06,lignin
C26 H28 O10,0.7155020517845802,2.3634394908793333e-06,0.3120143752869601,0.8382692195518363,1.569924118536804e-06,lignin
C25 H36 O13,0.6607801820822936,2.3634394908793333e-06,0.3093948853575677,0.8444859710838515,1.569924118536804e-06,lignin
C27 H28 O11,0.6423739326427159,2.3634394908793333e-06,0.362130865559034,0.830145619892047,1.569924118536804e-06,lignin
C26 H38 O12,0.6426616703958027,2.3634394908793333e-06,0.3639982337737709,0.8279513681588847,1.569924118536804e-06,lignin
C28 H40 O10,0.6414882774417108,2.3634394908793333e-06,0.3636629498809842,0.8242963767584219,1.569924118536804e-06,lignin
C30 H28 O15,0.5555990590815174,2.3634394908793333e-06,0.4169655717930712,0.8505341927530212,1.569924118536804e-06,lignin
C25 H22 O11,0.553810065631659,2.3634394908793333e-06,0.4172525716234804,0.8478222250703926,1.569924118536804e-06,lignin
C26 H24 O11,0.4734095551175592,2.3634394908793333e-06,0.3731008533949502,0.841622999227896,1.569924118536804e-06,lignin
C27 H38 O9,0.5032114518824231,2.3634394908793333e-06,0.316414568709573,0.8323242932345262,1.569924118536804e-06,lignin
C30 H26 O16,0.4852899083096398,0.0642139742911236,0.3135117181521665,0.8673830188991548,1.569924118536804e-06,lignin
C31 H34 O17,0.5688472185667794,2.3634394908793333e-06,0.309029931027768,0.8493943148256446,1.569924118536804e-06,lignin
C24 H32 O15,0.600339474443788,2.3634394908793333e-06,0.242415206186469,0.8574232049511666,1.569924118536804e-06,lignin
C20 H24 O6,0.5672493322770926,2.3634394908793333e-06,0.3244941747307149,0.7004413552810435,0.1269005190996491,lignin
C25 H34 O8,0.6176817854889002,2.3634394908793333e-06,0.2788410965938974,0.6879566471090003,0.0881868348017241,lignin
C28 H40 O12,0.5817010410756663,2.3634394908793333e-06,0.3265916876958209,0.6984661304100719,1.569924118536804e-06,lignin
C30 H30 O14,0.6380083738498881,2.3634394908793333e-06,0.3852943689169638,0.6963444598153199,1.569924118536804e-06,lignin
C25 H32 O16,0.665737496807784,2.3634394908793333e-06,0.2821208531785867,0.7040365114991094,1.569924118536804e-06,lignin
C32 H34 O16,0.668079523822071,2.3634394908793333e-06,0.2775220149869911,0.6964524463871012,1.569924118536804e-06,lignin
C27 H40 O12,0.6530609556199581,2.3634394908793333e-06,0.2090829162237313,0.7177651010590562,1.569924118536804e-06,lignin
C25 H28 O9,0.7000033362350898,2.3634394908793333e-06,0.3173476959990887,0.6941245391429637,1.569924118536804e-06,lignin
C30 H30 O15,0.7301274351635773,2.3634394908793333e-06,0.3177227327092943,0.6936590904645114,1.569924118536804e-06,lignin
C27 H38 O10,0.7343221747123199,2.3634394908793333e-06,0.3662317892721245,0.6882429442945959,0.0623231167466156,lignin
C26 H38 O10,0.7154846692984519,2.3634394908793333e-06,0.3814852973041425,0.6939331285188022,1.569924118536804e-06,lignin
C29 H40 O11,0.7021170866231901,2.3634394908793333e-06,0.3688975149696502,0.6282379928447389,1.569924118536804e-06,lignin
C26 H34 O9,0.7257390837736646,2.3634394908793333e-06,0.3146807771204499,0.6728651253914403,0.1143440340704217,lignin
C28 H36 O14,0.6689081223899346,0.0930030116116834,0.3877930094859489,0.7281465937184919,0.1478729527241634,lignin
C30 H34 O14,0.8495120530759938,2.3634394908793333e-06,0.3657854202177062,0.6977780258125083,1.569924118536804e-06,lignin
C30 H32 O14,0.7847633442140015,2.3634394908793333e-06,0.3761281527424552,0.7045811798347292,1.569924118536804e-06,lignin
C28 H38 O10,0.7842092085899337,2.3634394908793333e-06,0.3127075737409791,0.6869087790515964,1.569924118536804e-06,lignin
C30 H36 O13,0.7985005677109951,2.3634394908793333e-06,0.2766649927661406,0.6909455737941728,1.569924118536804e-06,lignin
C29 H40 O13,0.7982803561576229,2.3634394908793333e-06,0.2780209635557942,0.6883261470630175,1.569924118536804e-06,lignin
C29 H38 O11,0.8314624702105765,2.3634394908793333e-06,0.2817379613593864,0.686048161479933,1.569924118536804e-06,lignin
C23 H26 O8,0.8437078055177321,2.3634394908793333e-06,0.3117759180415029,0.6861241061345136,0.0539086475167528,lignin
C29 H36 O16,0.768977341754004,0.1015727475050111,0.2319450419188388,0.6884203697725758,1.569924118536804e-06,lignin
C30 H32 O16,0.760709640246657,0.0636966685898437,0.1819810004203179,0.7342846124180485,1.569924118536804e-06,lignin
C29 H32 O12,0.7983973748538644,2.3634394908793333e-06,0.1395813990541733,0.7095843216243729,1.569924118536804e-06,lignin
C28 H32 O11,0.8686882915480741,2.3634394908793333e-06,0.1404559312078588,0.7041876926996032,1.569924118536804e-06,lignin
C29 H34 O12,0.8808978099169538,2.3634394908793333e-06,0.1408903187352662,0.699985510326393,0.0666782210790235,lignin
C21 H30 O7,0.5970139092950816,2.3634394908793333e-06,0.592601354371927,0.4313429785405013,1.569924118536804e-06,lignin
C22 H32 O8,0.7539559182155531,2.3634394908793333e-06,0.4993246197172701,0.4970559939584169,0.1676349612633002,lignin
C30 H36 O16,0.6966869883124571,0.0932802816835784,0.4018423989113097,0.5269869507079361,1.569924118536804e-06,lignin
C29 H30 O13,0.6686589567242219,2.3634394908793333e-06,0.3306875006164769,0.3949280034938082,1.569924118536804e-06,lignin
C31 H38 O15,0.7996321825860351,2.3634394908793333e-06,0.2793732155976453,0.504538533990234,1.569924118536804e-06,lignin
C28 H34 O16,0.7334940770806561,0.2057109962988884,0.3693772930952359,0.4177830516137752,1.569924118536804e-06,lignin
C27 H30 O17,0.6610139690066765,0.294205035414092,0.320887943907124,0.3624452222624762,1.569924118536804e-06,lignin
C19 H21 O10 N1,0.5188757769395222,2.3634394908793333e-06,0.8171001308044682,0.466814797098985,1.569924118536804e-06,lignin
C18 H19 O10 N1,0.4719409604610056,0.1148207983000207,0.7869827281465698,0.5644006687732309,0.0543929438269555,lignin
C20 H19 O11 N1,0.3896501922442853,0.192493512290017,0.7692542045316064,0.5580808874301063,1.569924118536804e-06,lignin
C19 H17 O11 N1,0.3367243541454625,0.2455150973413563,0.7125888402884125,0.4377512292102614,1.569924118536804e-06,lignin
C19 H19 O11 N1,0.3086771617475901,0.1311080652774805,0.812052895150562,0.473007163138766,1.569924118536804e-06,lignin
C15 H15 O8 N1,0.1956576270391735,0.1368966654648818,0.7774909723916982,0.4938912792965578,1.569924118536804e-06,lignin
C17 H17 O10 N1,0.1711605068712917,0.1449825142719979,0.744484798713528,0.4496744072090419,0.1045829321380331,lignin
C15 H17 O8 N1,0.2749733977831168,2.3634394908793333e-06,0.8455944094214853,0.5060966385993044,1.569924118536804e-06,lignin
C14 H15 O7 N1,0.1792240267836559,2.3634394908793333e-06,0.8596192193159159,0.4973424239143875,1.569924118536804e-06,lignin
C16 H17 O8 N1,0.1712651524434014,2.3634394908793333e-06,0.8793252417623572,0.489946494423954,0.0467909411661993,lignin
C20 H17 O11 N1,0.170064283138758,2.3634394908793333e-06,0.9158929019723762,0.6841437032189115,1.569924118536804e-06,lignin
C16 H15 O8 N1,0.1798942168017808,2.3634394908793333e-06,0.8854040222612596,0.7063260481048312,1.569924118536804e-06,lignin
C17 H15 O9 N1,0.1559314327546752,2.3634394908793333e-06,0.8279762152867819,0.6962989638334384,1.569924118536804e-06,lignin
C18 H15 O9 N1,0.1696016560349637,0.1994398847314846,0.7781421310978316,0.7500481735177803,1.569924118536804e-06,lignin
C18 H15 O10 N1,0.294367468361621,0.1613477647123846,0.7933423834795007,0.737512791319225,1.569924118536804e-06,lignin
C17 H17 O9 N1,0.3324964526203021,0.0961880124857087,0.7954574163206176,0.7845037676249353,1.569924118536804e-06,lignin
C19 H17 O10 N1,0.3861906767557889,0.1608895340448927,0.7960533705139174,0.7507699132770463,1.569924118536804e-06,lignin
C18 H17 O10 N1,0.40270085763283,0.2094325326361696,0.7284130468468359,0.7173565223579559,1.569924118536804e-06,lignin
C18 H19 O9 N1,0.4046220731925896,2.3634394908793333e-06,0.7632855944221487,0.7317529911616532,1.569924118536804e-06,lignin
C18 H17 O9 N1,0.3211758455377254,2.3634394908793333e-06,0.7654235363406376,0.7681991229897127,1.569924118536804e-06,lignin
C19 H19 O10 N1,0.3522371710489734,2.3634394908793333e-06,0.8662173517806557,0.7997181019395008,1.569924118536804e-06,lignin
C21 H23 O10 N1,0.3701682073627402,2.3634394908793333e-06,0.4932453619459225,0.5356399501102038,1.569924118536804e-06,lignin
C17 H18 O9 N2,0.3556632740929523,2.3634394908793333e-06,0.5523402020262442,0.5360093172938459,1.569924118536804e-06,lignin
C21 H20 O12 N2,0.3174417919650034,2.3634394908793333e-06,0.5998672307602727,0.498322977391595,1.569924118536804e-06,lignin
C20 H20 O11 N2,0.3936793723790391,2.3634394908793333e-06,0.6278277596926874,0.586140312971639,1.569924118536804e-06,lignin
C21 H19 O11 N1,0.3573286114419238,2.3634394908793333e-06,0.6878845821591105,0.5176334990632165,1.569924118536804e-06,lignin
C20 H21 O12 N1,0.4185841168559921,2.3634394908793333e-06,0.7257403211534466,0.478516735395989,1.569924118536804e-06,lignin
C20 H21 O10 N1,0.4392856309156182,2.3634394908793333e-06,0.6784810422612023,0.4980523028534743,1.569924118536804e-06,lignin
C18 H21 O9 N1,0.4412708911685048,2.3634394908793333e-06,0.6724798980800603,0.4990821583966507,1.569924118536804e-06,lignin
C19 H18 O10 N2,0.4331347856008093,2.3634394908793333e-06,0.6750777715449532,0.5172789136480068,1.569924118536804e-06,lignin
C20 H21 O11 N1,0.4298193894569561,0.0624781794920242,0.6507979677102919,0.5077443189548033,1.569924118536804e-06,lignin
C18 H18 O10 N2,0.3569833161194957,2.3634394908793333e-06,0.7385289954146845,0.6123339164313164,1.569924118536804e-06,lignin
C17 H16 O9 N2,0.4062969283293547,2.3634394908793333e-06,0.720474096992579,0.6527127067710502,1.569924118536804e-06,lignin
C19 H19 O9 N1,0.3583234456876456,2.3634394908793333e-06,0.6726560116123568,0.6949477154688374,1.569924118536804e-06,lignin
C20 H19 O10 N1,0.3559363344153889,2.3634394908793333e-06,0.5914396334674893,0.6912074412307424,1.569924118536804e-06,lignin
C19 H21 O9 N1,0.3555593799251421,2.3634394908793333e-06,0.5483453918868139,0.7007389822053177,1.569924118536804e-06,lignin
C18 H18 O9 N2,0.1942803405284135,2.3634394908793333e-06,0.5884615727272525,0.6651605932923875,1.569924118536804e-06,lignin
C19 H16 O7,0.1941517251591499,2.3634394908793333e-06,0.5902776341541253,0.6629250057157646,1.569924118536804e-06,lignin
C14 H12 O5,0.1000144732991487,2.3634394908793333e-06,0.5360893934471767,0.5941260084684485,1.569924118536804e-06,lignin
C20 H20 O10 N2,0.1843578338556929,2.3634394908793333e-06,0.5816225767684774,0.5257734294791481,1.569924118536804e-06,lignin
C16 H16 O8 N2,0.185807906396264,2.3634394908793333e-06,0.5815192075113774,0.5263116805799694,1.569924118536804e-06,lignin
C15 H17 O7 N1,0.1948173316110479,2.3634394908793333e-06,0.6097962078476954,0.5316451108061719,1.569924118536804e-06,lignin
C19 H17 O9 N1,0.184953209052398,2.3634394908793333e-06,0.6270835328597306,0.5283896254645082,1.569924118536804e-06,lignin
C18 H16 O10 N2,0.2519747656395036,2.3634394908793333e-06,0.6346461931636131,0.611455507629384,1.569924118536804e-06,lignin
C17 H19 O8 N1,0.2727811757393392,2.3634394908793333e-06,0.6412170415535664,0.5471129037668814,1.569924118536804e-06,lignin
C17 H16 O10 N2,0.2833563146163865,0.0971921575186421,0.6671644750846284,0.5288223683738842,1.569924118536804e-06,lignin
C32 H28 O16,2.4256377054600782e-06,2.3634394908793333e-06,0.1502428401974126,0.5675048844008175,1.569924118536804e-06,lignin
C31 H26 O18,2.4256377054600782e-06,0.0395266828562183,0.318390337428437,0.5878007835399433,1.569924118536804e-06,lignin
C15 H12 O5,0.1647775527683688,0.0891604231696399,0.3786596853374586,0.583515442655103,0.0420589489054281,lignin
C18 H16 O6,0.1667479978331503,2.3634394908793333e-06,0.427682247278672,0.5644020849905658,1.569924118536804e-06,lignin
C24 H20 O10,0.1667897132951773,2.3634394908793333e-06,0.3366510397062038,0.6897474539289011,1.569924118536804e-06,lignin
C31 H26 O16,0.1316779303840948,2.3634394908793333e-06,0.3243733850293634,0.7301727138999341,1.569924118536804e-06,lignin
C29 H24 O14,0.0836013112405775,2.3634394908793333e-06,0.3397508049199789,0.751974229093158,1.569924118536804e-06,lignin
C27 H22 O12,0.0828028377234213,2.3634394908793333e-06,0.3337755925416953,0.6904699460536263,1.569924118536804e-06,lignin
C32 H28 O18,0.117967832582313,0.0839632009233177,0.3114357619925043,0.7623343899789877,1.569924118536804e-06,lignin
C30 H24 O17,0.0812615634859989,0.1317347044766162,0.310562572167571,0.8191315206518565,1.569924118536804e-06,lignin
C30 H24 O16,2.4256377054600782e-06,0.1103731401255383,0.3102346462249817,0.7870243689401941,1.569924118536804e-06,lignin
C32 H26 O18,2.4256377054600782e-06,0.0260533953152243,0.1620371670348558,0.7987794153872545,1.569924118536804e-06,lignin
C32 H28 O20,2.4256377054600782e-06,0.1595335295552303,0.1588887796907211,0.8659460008722129,1.569924118536804e-06,lignin
C23 H32 O14,0.3852563806497964,2.3634394908793333e-06,0.2721512880469661,0.7352784429327701,1.569924118536804e-06,lignin
C24 H24 O9,0.4212276824156666,2.3634394908793333e-06,0.2743101106349346,0.7100439284063191,1.569924118536804e-06,lignin
C25 H24 O10,0.4234073059140227,2.3634394908793333e-06,0.2807606465959815,0.7004914539692633,1.569924118536804e-06,lignin
C21 H30 O13,0.4514741600577319,2.3634394908793333e-06,0.3559135567328983,0.7084337778101935,1.569924118536804e-06,lignin
C31 H30 O16,0.4289213611318193,2.3634394908793333e-06,0.3112061541736362,0.7953241106310036,1.569924118536804e-06,lignin
C11 H12 O4,0.3630007370775241,2.3634394908793333e-06,0.4108863935671311,0.6829665610729121,1.569924118536804e-06,lignin
C23 H30 O7,0.3380695932628489,2.3634394908793333e-06,0.3310634719852211,0.6870839031764073,1.569924118536804e-06,lignin
C31 H28 O17,0.3034001495394743,2.3634394908793333e-06,0.3208551314265132,0.7328615352804965,1.569924118536804e-06,lignin
C18 H24 O5,0.2492548574030004,2.3634394908793333e-06,0.3347973533015639,0.6876300762429454,0.0342146575268121,lignin
C27 H24 O12,0.2509670823802604,2.3634394908793333e-06,0.3332691070455276,0.6915500330553978,1.569924118536804e-06,lignin
C31 H32 O14,0.260137871668361,2.3634394908793333e-06,0.2813077400226991,0.7092621321806977,1.569924118536804e-06,lignin
C23 H20 O9,0.2142193795985316,2.3634394908793333e-06,0.2525247314626587,0.7032321885665057,1.569924118536804e-06,lignin
C31 H30 O18,0.2557314114348306,0.0892070264726844,0.3091383911909506,0.8131065780551282,1.569924118536804e-06,lignin
C32 H32 O17,0.3426417631912281,0.090107340832599,0.3021795401893626,0.8003777936767843,1.569924118536804e-06,lignin
C29 H28 O13,0.3369561373250467,2.3634394908793333e-06,0.3179894882334842,0.8409809216937145,1.569924118536804e-06,lignin
C28 H24 O13,0.2569522680938406,2.3634394908793333e-06,0.3067968528018597,0.7831496868256648,1.569924118536804e-06,lignin
C21 H18 O8,0.2269173358088932,2.3634394908793333e-06,0.3335321835946188,0.857780003205962,1.569924118536804e-06,lignin
C29 H26 O14,0.3629377193036065,2.3634394908793333e-06,0.4283252923532363,0.8714572991443126,1.569924118536804e-06,lignin
C29 H24 O15,0.2514532660088439,0.0874062370864366,0.4231090227083047,0.8900561273483871,1.569924118536804e-06,lignin
C13 H16 O5,0.2586732344077847,0.1335882125314665,0.5255380133184466,0.793352913128078,0.2529565924505134,lignin
C10 H10 O5,0.374166154125445,0.2458694872941783,0.5137957191207114,0.7393287802536109,0.168108837494925,lignin
C16 H14 O6,0.2243700501867941,0.1995704261965953,0.534259769528318,0.8391417864572625,0.0449548735477147,lignin
C15 H12 O6,0.2161915403697971,0.189137953970999,0.5848867623396404,0.7695701983970012,1.569924118536804e-06,lignin
C22 H18 O9,0.2501063988488085,2.3634394908793333e-06,0.4957420536524228,0.8005718154516569,1.569924118536804e-06,lignin
C20 H16 O8,0.2671628256047728,2.3634394908793333e-06,0.5944403646488754,0.8608745265961633,1.569924118536804e-06,lignin
C25 H20 O11,0.2673223487375556,2.3634394908793333e-06,0.5956086480494353,0.8603967302728227,1.569924118536804e-06,lignin
C27 H24 O13,0.4998697565880874,0.1910195585658015,0.5230074750410375,0.8390368093473176,1.569924118536804e-06,lignin
C27 H22 O14,0.4589396623349377,0.2069734728496245,0.5253717236439814,0.8557565826888143,1.569924118536804e-06,lignin
C28 H24 O14,0.4593490273973028,0.1632962768288819,0.5344476955536345,0.864977396728768,1.569924118536804e-06,lignin
C30 H28 O17,0.4339086318420496,0.2012299496342911,0.6164493061890464,0.8754618306857298,1.569924118536804e-06,lignin
C13 H12 O5,0.3550549121252709,0.1255015302673039,0.5849632054762877,0.7909453436588559,1.569924118536804e-06,lignin
C25 H20 O12,0.3863927544187331,0.1509605100419725,0.5768593182194938,0.8416332668035735,1.569924118536804e-06,lignin
C29 H26 O15,0.4089819964531713,0.0886835853225442,0.5635599226691366,0.8685022731615928,1.569924118536804e-06,lignin
C24 H20 O11,0.507529271455423,0.0838016910060224,0.5564513473242039,0.8574002799330589,1.569924118536804e-06,lignin
