,NMF1,NMF2,NMF3,NMF4,NMF5,Class
C17 H18 O11 N2,2.4256377054600782e-06,2.3634394908793333e-06,0.6212930646904617,3.5873342110026204e-06,1.569924118536804e-06,lignin
C15 H16 O8 N2,0.0921476397238799,2.3634394908793333e-06,0.6894654675885873,0.0792737168384966,1.569924118536804e-06,lignin
C21 H20 O13 N2,0.0819795741260842,2.3634394908793333e-06,0.6995547684449096,0.0946977508963991,1.569924118536804e-06,lignin
C19 H16 O12 N2,2.4256377054600782e-06,2.3634394908793333e-06,0.7396998242682856,0.0785548758990877,1.569924118536804e-06,lignin
C21 H18 O13 N2,2.4256377054600782e-06,2.3634394908793333e-06,0.6614107966663474,0.0530111668294283,1.569924118536804e-06,lignin
C23 H25 O13 N1,2.4256377054600782e-06,2.3634394908793333e-06,0.7362183604164234,3.5873342110026204e-06,1.569924118536804e-06,lignin
C17 H14 O11 N2,2.4256377054600782e-06,2.3634394908793333e-06,0.7308193749703693,3.5873342110026204e-06,1.569924118536804e-06,lignin
C15 H12 O9 N2,2.4256377054600782e-06,2.3634394908793333e-06,0.72758402460944,3.5873342110026204e-06,1.569924118536804e-06,lignin
C15 H13 O7 N1,2.4256377054600782e-06,2.3634394908793333e-06,0.7259581164792948,3.5873342110026204e-06,1.569924118536804e-06,lignin
C13 H15 O8 N1,2.4256377054600782e-06,2.3634394908793333e-06,0.7252819805151933,3.5873342110026204e-06,1.569924118536804e-06,lignin
C23 H19 O14 N1,2.4256377054600782e-06,0.0022489809129901,0.7113127728606342,3.5873342110026204e-06,1.569924118536804e-06,lignin
C23 H21 O14 N1,2.4256377054600782e-06,0.0546407711763159,0.7060283328014397,3.5873342110026204e-06,1.569924118536804e-06,lignin
C22 H19 O14 N1,2.4256377054600782e-06,0.0763949741294932,0.7293024440485558,3.5873342110026204e-06,1.569924118536804e-06,lignin
C14 H17 O8 N1,0.0882303875212384,2.3634394908793333e-06,0.9544989132506422,3.5873342110026204e-06,1.569924118536804e-06,lignin
C15 H17 O9 N1,0.0833083512276092,2.3634394908793333e-06,0.951804312570179,3.5873342110026204e-06,1.569924118536804e-06,lignin
C14 H13 O9 N1,2.4256377054600782e-06,2.3634394908793333e-06,0.8722048936971083,3.5873342110026204e-06,1.569924118536804e-06,lignin
C12 H11 O7 N1,2.4256377054600782e-06,2.3634394908793333e-06,0.8573453342959388,3.5873342110026204e-06,1.569924118536804e-06,lignin
C16 H19 O10 N1,2.4256377054600782e-06,2.3634394908793333e-06,0.8570969139881872,3.5873342110026204e-06,1.569924118536804e-06,lignin
C15 H14 O8 N2,2.4256377054600782e-06,2.3634394908793333e-06,0.8529537914363959,3.5873342110026204e-06,1.569924118536804e-06,lignin
C16 H14 O9 N2,2.4256377054600782e-06,2.3634394908793333e-06,0.8506319405356715,3.5873342110026204e-06,1.569924118536804e-06,lignin
C14 H15 O9 N1,2.4256377054600782e-06,2.3634394908793333e-06,0.8499296341324889,3.5873342110026204e-06,1.569924118536804e-06,lignin
C16 H16 O10 N2,2.4256377054600782e-06,2.3634394908793333e-06,0.8490886005385542,3.5873342110026204e-06,1.569924118536804e-06,lignin
C15 H14 O9 N2,2.4256377054600782e-06,2.3634394908793333e-06,0.8486075099137441,3.5873342110026204e-06,1.569924118536804e-06,lignin
C16 H14 O10 N2,2.4256377054600782e-06,2.3634394908793333e-06,0.8479682034733343,3.5873342110026204e-06,1.569924118536804e-06,lignin
C21 H17 O11 N1,0.091357707168928,2.3634394908793333e-06,0.8139502122112382,0.0710311991793728,1.569924118536804e-06,lignin
C21 H21 O13 N1,0.1709220862870619,2.3634394908793333e-06,0.8163765857774721,3.5873342110026204e-06,1.569924118536804e-06,lignin
C17 H19 O11 N1,0.172232122113017,2.3634394908793333e-06,0.8175113805614569,3.5873342110026204e-06,1.569924118536804e-06,lignin
C18 H21 O11 N1,0.1528564108462305,0.0792057628313021,0.7605517778557677,3.5873342110026204e-06,1.569924118536804e-06,lignin
C20 H20 O12 N2,0.1750516790830383,2.3634394908793333e-06,0.6996425865748352,3.5873342110026204e-06,1.569924118536804e-06,lignin
C21 H23 O13 N1,0.0932911455719594,2.3634394908793333e-06,0.7180521779691675,3.5873342110026204e-06,1.569924118536804e-06,lignin
C22 H25 O12 N1,0.2621691679579967,2.3634394908793333e-06,0.6923336363483058,3.5873342110026204e-06,1.569924118536804e-06,lignin
C19 H17 O12 N1,0.2799965104784331,0.1401304085136492,0.7294741030380301,3.5873342110026204e-06,1.569924118536804e-06,lignin
C20 H24 O13,2.4256377054600782e-06,0.7192144665328637,0.4619532724821572,0.6057651463780109,0.755414975182055,tanin
C16 H20 O11,0.0579670972079719,0.7816183478479376,0.4620685337776846,0.6286000576577483,0.6570779699500603,tanin
C21 H24 O14,0.1826629162241312,0.7265280019074317,0.4814938404809124,0.4096226303032803,0.6455543677208769,tanin
C16 H16 O11,0.2506624380304351,0.7308147426220374,0.4696572452025369,0.4101554378187208,0.7516967445775773,tanin
C16 H18 O11,0.3922968385615877,0.6972919353812518,0.4651558103624757,0.4686660586963666,0.8195998571845506,tanin
C15 H18 O10,0.3857645303307351,0.6914995896579669,0.461698528314506,0.4721004742469286,0.8569190206611954,tanin
C15 H16 O10,0.3838539596652183,0.6835223413081717,0.4532072946956895,0.6394751463151662,0.8322153693550549,tanin
C15 H14 O10,0.4384720103401247,0.699592116163106,0.4682230017318626,0.6433048192725228,0.5847871977541224,tanin
C15 H16 O11,0.4427213519346306,0.6804981976441161,0.4673818488198166,0.6445587026953536,0.5966349146609852,tanin
C14 H16 O10,0.4412891753397925,0.6743129421941506,0.4739262881344661,0.6459107476822055,0.5668633353188476,tanin
C15 H20 O10,0.4456465688725659,0.6744609962988883,0.4744568560027669,0.6418938242391085,0.565213672352395,tanin
C14 H14 O10,0.4972048260994973,0.7116342249034234,0.48204473220084,0.6273863151450016,0.4150953747349677,tanin
C13 H14 O9,0.477609955245358,0.6864877613962297,0.4806519716601986,0.6393668056890512,0.4712526023927339,tanin
C15 H18 O11,0.4735933987028357,0.6815255790578393,0.4801530628640992,0.6393452968882785,0.4755520346556052,tanin
C13 H16 O9,0.4747030725723304,0.6542145372260879,0.4825890216519417,0.6403327986817849,0.495523117624096,tanin
C12 H14 O8,0.4311901512737154,0.5710542416255843,0.4980522113782387,0.6828571140270042,0.4655548425925693,tanin
C12 H16 O8,0.3928928524519474,0.3439337421329688,0.5447958769387999,0.7312517829954962,0.4550258163553184,tanin
C20 H26 O13,0.5314607970836697,0.5167535711324862,0.5206767150546684,0.4280876702260044,0.4345646348303049,tanin
C18 H22 O13,0.540088471344095,0.614531980329289,0.5117060214918964,0.4283929535752451,0.3697283896142316,tanin
C15 H14 O11,0.4893247991170699,0.7217125883424302,0.491497749342239,0.3786284483896325,0.4532498773371024,tanin
C16 H14 O11,0.4723841387168479,0.7075563505329948,0.431291580373157,0.2804400204962053,0.5375530599065388,tanin
C19 H24 O13,0.4771028074368186,0.6406465393417432,0.5186446878463208,0.2172324484423866,0.5211215407551256,tanin
C16 H18 O12,0.4384222172818781,0.724460466099707,0.500792590440742,0.1220964889228348,0.58427070105072,tanin
C19 H20 O14,0.4406244830964589,0.778741776289364,0.5166964617248181,3.5873342110026204e-06,0.5690690553401018,tanin
C17 H18 O13,0.4398918138108311,0.7598888573982708,0.5159171951398392,3.5873342110026204e-06,0.5704422751427233,tanin
C19 H18 O14,0.3703785504729789,0.7150318376575093,0.4644496857797311,3.5873342110026204e-06,0.5247410732601667,tanin
C21 H18 O15,0.5147151010523567,0.7664764215604051,0.4551550037720432,0.146566566950214,0.2740588691948226,tanin
C22 H20 O15,0.4650632567204849,0.7386462665301645,0.4558373045052291,0.1120889772175772,0.3725698035579687,tanin
C22 H22 O15,0.4070590025699029,0.7472268172817941,0.5096335852165178,0.1902850854346384,0.3886387906168303,tanin
C21 H20 O15,0.4577289997275909,0.7710305915287666,0.506862262990481,0.1929224804232294,0.3691429111610922,tanin
C21 H22 O15,0.4559411083373717,0.6929212464629287,0.5208062547508495,0.2155747881803563,0.3101759768309806,tanin
C23 H26 O15,0.291574348299537,0.7486872750268474,0.5220802142253279,0.194597555732799,0.3122804547973027,tanin
C23 H24 O15,0.2945329776819899,0.702286331336571,0.5234520940964899,0.2136671213019357,0.3345903177201321,tanin
C22 H24 O15,0.2485935214322046,0.7303428653506159,0.517635614578955,0.2017355123843337,0.4162662210344858,tanin
C17 H14 O13,0.5581842906207412,0.7921667408945521,0.3109601798871664,3.5873342110026204e-06,0.162418451478805,tanin
C22 H18 O15,0.4940453213009794,0.7101831661438581,0.275619984860918,0.124999369340718,0.3298434442414359,tanin
C19 H16 O14,0.4770215054916132,0.7787347069669458,0.2935324970035245,3.5873342110026204e-06,0.3147243111742765,tanin
C16 H14 O12,0.4818663099466593,0.7748661006067407,0.286238819495243,0.0306657024734501,0.3333865106059348,tanin
C17 H16 O13,0.4349176175354119,0.8062292298487358,0.3391293564235621,3.5873342110026204e-06,0.4142048797048245,tanin
C16 H16 O12,0.4464516735326652,0.7225245964220232,0.2775969268745432,3.5873342110026204e-06,0.5817787307328554,tanin
C17 H14 O12,0.473323444184837,0.7333989012987631,0.2821451145278869,3.5873342110026204e-06,0.4895208574118107,tanin
C18 H16 O13,0.4733713336855248,0.7328911150827849,0.2852806354023518,3.5873342110026204e-06,0.4888825457959919,tanin
C20 H18 O14,0.4770498083868942,0.7168218222271064,0.2768160296087097,0.0955307743584292,0.4954449923821437,tanin
C21 H18 O14,0.4972288710370812,0.65132013169505,0.2185370072281321,3.5873342110026204e-06,0.4858017788221678,tanin
C20 H16 O13,0.4827073818258944,0.6716053917079419,0.0150336892698654,3.5873342110026204e-06,0.5003362445524326,tanin
C19 H16 O13,0.4729593637549216,0.7073412181984924,8.646863509541591e-06,3.5873342110026204e-06,0.5097255049899134,tanin
C20 H16 O14,0.445487120880213,0.7295580902289753,0.009761970882841,3.5873342110026204e-06,0.4386699522282027,tanin
C18 H16 O12,0.2966810421997671,0.7274778617741814,3.090388119151871e-06,3.5873342110026204e-06,0.605143524070022,tanin
C20 H18 O13,0.283903562367709,0.7242916056937608,3.090388119151871e-06,3.5873342110026204e-06,0.6478844097411227,tanin
C19 H18 O13,0.1305140677412015,0.7194662308108063,3.090388119151871e-06,3.5873342110026204e-06,0.6872458901845938,tanin
C17 H16 O12,0.1712720778863618,0.7475333688084785,3.090388119151871e-06,3.5873342110026204e-06,0.7142621813806349,tanin
C18 H18 O12,0.2023082939706016,0.6434110862399495,3.090388119151871e-06,3.5873342110026204e-06,0.7564706061058766,tanin
C18 H20 O12,0.1653109872039855,0.6782976300417926,3.090388119151871e-06,3.5873342110026204e-06,0.763243058061618,tanin
C17 H18 O12,0.1897056283488211,0.7009509523983961,3.090388119151871e-06,3.5873342110026204e-06,0.7955085986433122,tanin
C19 H20 O13,0.186281215964516,0.6951500110217164,3.090388119151871e-06,3.5873342110026204e-06,0.8353046899183707,tanin
C20 H20 O13,0.1858588891779847,0.6892131458549028,0.2051813333019394,3.5873342110026204e-06,0.8178246924136593,tanin
C18 H18 O13,0.1330393372173254,0.6846545575600298,0.2858816208426786,3.5873342110026204e-06,0.6669840589112254,tanin
C20 H22 O13,0.0326306803535126,0.7024326181107043,0.3772645384345909,0.0243282765006792,0.7514220711219168,tanin
C18 H22 O12,0.1841850860072389,0.7231996363797615,0.4986714326032443,0.1252243376771964,0.7933817043734945,tanin
C17 H20 O12,0.2470315021744137,0.7519110467160105,0.4953967868109896,0.125512792381388,0.774309559417878,tanin
C20 H22 O14,0.2676985518235029,0.7668600126348072,0.4982192169613718,0.1627936294295627,0.6485668534544482,tanin
C18 H20 O13,0.2584153023585779,0.7800550635949818,0.5179483473487039,3.5873342110026204e-06,0.6713468319790395,tanin
C19 H22 O13,0.1990790964233055,0.7358896324530741,0.5227584183700255,3.5873342110026204e-06,0.6835962357717307,tanin
C20 H20 O14,0.1854422981109395,0.7053892818789488,0.4634438738740745,3.5873342110026204e-06,0.6459726824897257,tanin
C21 H20 O14,0.2073347754618606,0.699581913845525,0.3844921137092055,3.5873342110026204e-06,0.5545018131397588,tanin
C19 H22 O14,0.5456883870265139,0.7038696185586423,0.5394940164353539,3.5873342110026204e-06,0.3062573820795516,tanin
C18 H18 O14,0.4681785288525725,0.7681848679225639,0.5285091933809312,3.5873342110026204e-06,0.335189105853472,tanin
C20 H16 O15,0.5016315992959242,0.7834260057235805,0.4691088989356506,3.5873342110026204e-06,0.2545121474980972,tanin
C18 H16 O14,0.5108842415590497,0.7860684059770479,0.5302904536920047,3.5873342110026204e-06,0.22376630693907,tanin
C20 H18 O15,0.4989305012137183,0.8284139685954992,0.5285354433654198,3.5873342110026204e-06,0.2488293564795431,tanin
C23 H20 O16,0.4938389856803379,0.831610748326338,0.5287264716616303,3.5873342110026204e-06,0.2490494639332737,tanin
C20 H20 O15,0.5496245934026102,0.7891261289225903,0.5343811160475224,3.5873342110026204e-06,0.155384211755021,tanin
C23 H24 O16,0.5638756271595986,0.7592398454003454,0.5422528500324068,3.5873342110026204e-06,0.1372512011525519,tanin
C24 H24 O16,0.5657253841704762,0.7463964932304811,0.5410985268508705,3.5873342110026204e-06,0.1373222567790515,tanin
C19 H18 O15,0.5861373821535066,0.719553231676477,0.5488566302210821,3.5873342110026204e-06,0.1128654981971835,tanin
C25 H20 O17,0.3068795021014774,0.7892358640864925,0.5259830698736405,3.5873342110026204e-06,1.569924118536804e-06,tanin
C25 H22 O17,0.4471195717676766,0.7891759355123555,0.5589569083436451,3.5873342110026204e-06,1.569924118536804e-06,tanin
C23 H20 O17,0.4601118029485305,0.7741892129851885,0.5561653020386852,3.5873342110026204e-06,1.569924118536804e-06,tanin
C24 H20 O17,0.5466115122552538,0.7664369779546394,0.5487206473468902,3.5873342110026204e-06,0.0153964703023059,tanin
C23 H22 O16,0.5478459693320847,0.7595586879080526,0.554173445261146,3.5873342110026204e-06,0.0101837729945925,tanin
C24 H22 O17,0.6646351366068045,0.7528168839840644,0.5475438923604272,3.5873342110026204e-06,1.569924118536804e-06,tanin
C19 H16 O15,0.6655825071476081,0.7546239795272423,0.5510910209462149,3.5873342110026204e-06,1.569924118536804e-06,tanin
C22 H20 O16,0.642533180260589,0.805598935488577,0.5423955147208323,3.5873342110026204e-06,0.0042140107192145,tanin
C22 H22 O16,0.6420164144770161,0.8038037292603754,0.5422962818249244,3.5873342110026204e-06,0.0036073167948328,tanin
C21 H20 O16,0.64363358681039,0.8036804981173109,0.5425061226100184,3.5873342110026204e-06,0.0027279731728647,tanin
C24 H22 O16,0.6399866209959794,0.8029753332060855,0.5419522877100118,3.5873342110026204e-06,0.0030238413609999,tanin
C22 H18 O16,0.601978738063567,0.8495300346589598,0.4755100769713181,3.5873342110026204e-06,0.0788005883984716,tanin
C24 H20 O16,0.5547091459228152,0.8932246328611668,0.5315617483953305,3.5873342110026204e-06,0.0416538101669439,tanin
C25 H24 O17,0.6661683520331146,0.8069745613646105,0.5397900048968153,0.1491871664863497,1.569924118536804e-06,tanin
C21 H18 O16,0.6333633928448879,0.8330639760825542,0.5229575602978053,0.2582787860999331,0.048790467142492,tanin
C24 H26 O16,0.6591221333550272,0.7440682761585816,0.5327419238343177,0.2733933213491842,0.026196734272714,tanin
C23 H22 O15,0.606996415601117,0.7974592533895795,0.5109702662448427,0.2255228740785404,0.2148454292641007,tanin
C23 H20 O15,0.5397021994405344,0.8116391091625488,0.5136328896714742,0.2335869704818706,0.2013171348011784,tanin
C26 H26 O19,2.4256377054600782e-06,0.3690576721749541,3.090388119151871e-06,0.5075110414056807,1.569924118536804e-06,tanin
C25 H26 O19,0.0170657410384267,0.2602859243685327,3.090388119151871e-06,0.549878643451442,1.569924118536804e-06,tanin
C28 H30 O20,0.0954490534860601,0.0877309439184226,3.090388119151871e-06,0.5413801887658383,1.569924118536804e-06,tanin
C24 H28 O18,0.0910725993308895,0.1256680108019246,3.090388119151871e-06,0.5107166493430831,1.569924118536804e-06,tanin
C24 H22 O20,0.0363267598314489,0.1326935516211562,3.090388119151871e-06,0.5389148641834299,1.569924118536804e-06,tanin
C27 H28 O20,0.0581124125377918,0.1569182718848548,3.090388119151871e-06,0.5503049248692278,1.569924118536804e-06,tanin
C26 H26 O20,0.057719910240248,0.1566845323707487,3.090388119151871e-06,0.5509777608736504,1.569924118536804e-06,tanin
C28 H26 O21,0.0586454023925314,0.1559152314335493,3.090388119151871e-06,0.5529774154936478,1.569924118536804e-06,tanin
C21 H24 O17,0.0673131891191447,0.2055001417077812,3.090388119151871e-06,0.5511238967998887,1.569924118536804e-06,tanin
C29 H30 O20,0.0629670916976737,0.191115516584309,3.090388119151871e-06,0.5675271013102577,1.569924118536804e-06,tanin
C29 H26 O21,0.0630543046900352,0.1909543681664555,3.090388119151871e-06,0.570704606184922,1.569924118536804e-06,tanin
C25 H24 O20,0.0356925714718236,0.1916420405213561,3.090388119151871e-06,0.5871907921797541,1.569924118536804e-06,tanin
C24 H24 O19,0.1446788277612029,0.196736672238578,3.090388119151871e-06,0.6299095276109715,1.569924118536804e-06,tanin
C32 H26 O21,2.4256377054600782e-06,0.1186292852947168,3.090388119151871e-06,0.5081327165588821,1.569924118536804e-06,tanin
C24 H20 O20,2.4256377054600782e-06,0.1123314930601747,3.090388119151871e-06,0.5337615148427101,1.569924118536804e-06,tanin
C26 H24 O21,2.4256377054600782e-06,0.0590574357944858,3.090388119151871e-06,0.5414430334100716,1.569924118536804e-06,tanin
C23 H24 O19,2.4256377054600782e-06,0.0572828852427251,3.090388119151871e-06,0.5473932705423873,1.569924118536804e-06,tanin
C26 H28 O20,2.4256377054600782e-06,2.3634394908793333e-06,3.090388119151871e-06,0.5161900195446844,1.569924118536804e-06,tanin
C31 H32 O21,2.4256377054600782e-06,2.3634394908793333e-06,3.090388119151871e-06,0.5157518330499276,1.569924118536804e-06,tanin
C25 H26 O20,2.4256377054600782e-06,2.3634394908793333e-06,3.090388119151871e-06,0.5028539877272376,1.569924118536804e-06,tanin
C24 H26 O19,0.0758368627628174,2.3634394908793333e-06,3.090388119151871e-06,0.5022618318541091,1.569924118536804e-06,tanin
C11 H14 O9,2.4256377054600782e-06,2.3634394908793333e-06,0.1444647612253683,0.5101779999311364,1.569924118536804e-06,tanin
C25 H32 O17,0.1822854607976848,2.3634394908793333e-06,0.0746910695007316,0.6487708871034912,1.569924118536804e-06,tanin
C20 H26 O15,0.0930859683662797,2.3634394908793333e-06,0.1247571279844243,0.6218320435281479,1.569924118536804e-06,tanin
C29 H32 O20,0.0757836132447932,2.3634394908793333e-06,3.090388119151871e-06,0.6500742938762497,1.569924118536804e-06,tanin
C22 H28 O16,0.119994307361027,0.0344418392384668,3.090388119151871e-06,0.7336006237021142,1.569924118536804e-06,tanin
C22 H26 O17,0.1184449868358976,0.0345814282312748,3.090388119151871e-06,0.7380263913870618,1.569924118536804e-06,tanin
C26 H30 O18,0.2450175633240964,0.1219003431192035,0.2215096191079523,0.8144850886034247,1.569924118536804e-06,tanin
C18 H16 O16,0.1665209735474628,0.1353756967299242,0.1590772426475384,0.7390774901902608,1.569924118536804e-06,tanin
C20 H20 O17,0.1281357604226539,0.1927400147427505,0.1554113627114675,0.7493909601608327,1.569924118536804e-06,tanin
C17 H14 O15,0.1354701050793828,0.199965504919927,0.2082685104549711,0.7813039130704557,1.569924118536804e-06,tanin
C26 H22 O20,0.0428672207989511,0.2323691299720633,0.2022635282079151,0.7653300436965007,1.569924118536804e-06,tanin
C26 H28 O19,0.0286405294104151,0.2143160687626565,0.1920826507011609,0.7264034514632667,1.569924118536804e-06,tanin
C18 H18 O16,0.0731910429902444,0.1598549628089374,0.1563680453847913,0.7663075877118717,1.569924118536804e-06,tanin
C30 H28 O20,0.0575168745368218,0.1885963675572085,0.1538020099692668,0.7840781058022336,1.569924118536804e-06,tanin
C26 H24 O20,0.0392455835711361,0.1763241443388544,0.1571068929595632,0.8350760035161136,1.569924118536804e-06,tanin
C30 H28 O21,2.4256377054600782e-06,0.1748720211642659,3.090388119151871e-06,0.9079316225486938,1.569924118536804e-06,tanin
C25 H22 O20,0.0362537076792818,0.1770622056992877,3.090388119151871e-06,0.8747994835409434,1.569924118536804e-06,tanin
C23 H22 O19,0.0358989759711925,0.1766790765408391,3.090388119151871e-06,0.8616533576167399,0.0345990574976709,tanin
C28 H24 O21,0.0348289512019012,0.2550915790552686,3.090388119151871e-06,0.78528073986026,1.569924118536804e-06,tanin
C31 H26 O21,2.4256377054600782e-06,0.2328444414881823,3.090388119151871e-06,0.7225520484211788,1.569924118536804e-06,tanin
C28 H28 O20,0.0305401045263492,0.1852312295029816,3.090388119151871e-06,0.7389685299690618,1.569924118536804e-06,tanin
C30 H30 O20,0.0797869575950493,0.1305795731768056,3.090388119151871e-06,0.7600020570556788,1.569924118536804e-06,tanin
C21 H18 O18,0.0710277312268899,0.1252232359469903,3.090388119151871e-06,0.6758943257570722,1.569924118536804e-06,tanin
C32 H28 O21,2.4256377054600782e-06,0.1126069857598139,3.090388119151871e-06,0.6640239018540144,1.569924118536804e-06,tanin
C25 H20 O20,2.4256377054600782e-06,0.1662399768254757,3.090388119151871e-06,0.6663436215916849,1.569924118536804e-06,tanin
C29 H24 O22,2.4256377054600782e-06,0.1661004782075283,3.090388119151871e-06,0.6577730725923796,1.569924118536804e-06,tanin
C25 H28 O18,0.0206797233349406,0.4299206018692574,3.090388119151871e-06,0.8191724139273999,1.569924118536804e-06,tanin
C27 H24 O20,2.4256377054600782e-06,0.4021685708850598,3.090388119151871e-06,0.8119213811730369,1.569924118536804e-06,tanin
C30 H26 O21,2.4256377054600782e-06,0.3483956494104506,3.090388119151871e-06,0.8302864450032799,1.569924118536804e-06,tanin
C29 H28 O20,0.0077418022479712,0.2828330863890479,3.090388119151871e-06,0.8585829984348143,1.569924118536804e-06,tanin
C23 H20 O19,0.0113084570315963,0.2302591983131311,0.1563813791837305,0.8647552276343656,1.569924118536804e-06,tanin
C29 H24 O21,2.4256377054600782e-06,0.2638369735523795,0.2079524765508093,0.8601823503737619,1.569924118536804e-06,tanin
C24 H20 O19,2.4256377054600782e-06,0.3257785171646362,0.1893433653880113,0.819589224391759,1.569924118536804e-06,tanin
C22 H18 O18,2.4256377054600782e-06,0.3244697285187392,0.1920517274239792,0.8143288621286756,1.569924118536804e-06,tanin
C27 H22 O20,2.4256377054600782e-06,0.3289329412108721,0.1934893913471778,0.8158757255126508,1.569924118536804e-06,tanin
C22 H22 O18,0.0611282425725438,0.3386766164166376,0.1904361800831663,0.8199713375314146,1.569924118536804e-06,tanin
C29 H24 O19,2.4256377054600782e-06,0.4163818051064929,0.1786893319108493,0.7138732030525502,1.569924118536804e-06,tanin
C12 H10 O10,2.4256377054600782e-06,0.1008865311895291,0.296724117276658,0.6875591326058283,1.569924118536804e-06,tanin
C11 H10 O9,2.4256377054600782e-06,2.3634394908793333e-06,0.2788897982696646,0.6162846317140098,1.569924118536804e-06,tanin
C19 H24 O15,0.0836636840591381,2.3634394908793333e-06,0.2769074073956229,0.5688744108203961,1.569924118536804e-06,tanin
C10 H12 O8,0.084761805087528,2.3634394908793333e-06,0.2862765637911214,0.5738938833661822,1.569924118536804e-06,tanin
C15 H20 O12,0.0837683734631653,2.3634394908793333e-06,0.2696733491702937,0.6067655268979061,1.569924118536804e-06,tanin
C10 H10 O8,0.1299203080637403,2.3634394908793333e-06,0.2815966489428892,0.6346848796936652,1.569924118536804e-06,tanin
C11 H12 O9,0.1305146563412361,2.3634394908793333e-06,0.281537725682253,0.6399494906087531,1.569924118536804e-06,tanin
C13 H18 O10,0.0848119675862218,2.3634394908793333e-06,0.409117900293968,0.5629020452922237,1.569924118536804e-06,tanin
C17 H24 O12,0.1664812242600195,2.3634394908793333e-06,0.5527400370172508,0.5317976197104172,1.569924118536804e-06,tanin
C18 H26 O12,0.2504554261459241,2.3634394908793333e-06,0.4676167066355824,0.6700597758782959,1.569924118536804e-06,tanin
C11 H16 O8,0.272409230611089,0.0535816882698733,0.542404741988107,0.6917908785159034,0.0379959455064086,tanin
C16 H22 O12,0.1675187633167627,2.3634394908793333e-06,0.6040062169508718,0.648925166279405,1.569924118536804e-06,tanin
C12 H14 O10,0.1100567976491264,0.0705173396420609,0.6214066555324308,0.6320803675013174,1.569924118536804e-06,tanin
C16 H20 O13,0.1299448664609288,0.0872588457306755,0.5847074669910423,0.7061307428829989,1.569924118536804e-06,tanin
C12 H12 O10,0.1585765386931636,0.104484595384118,0.6713035805933387,0.6889344566651215,1.569924118536804e-06,tanin
C16 H18 O14,0.0378269197302839,0.1184355918854461,0.5660195859884265,0.7003128335579071,1.569924118536804e-06,tanin
C10 H8 O8,2.4256377054600782e-06,0.0556200832059248,0.5054678319962811,0.7069909178867453,1.569924118536804e-06,tanin
C26 H24 O18,0.3075149897643706,0.3803724038716751,0.49253124304972,0.5116579913028323,1.569924118536804e-06,tanin
C23 H22 O18,0.2640841969556904,0.4105362386320476,0.508355012108402,0.5639118525087538,1.569924118536804e-06,tanin
C22 H22 O17,0.1842959557116294,0.4589496095484695,0.5852243132765421,0.4989106190719687,1.569924118536804e-06,tanin
C27 H24 O18,0.1987749154394648,0.5098754015857133,0.500332300940004,0.4364163116018029,1.569924118536804e-06,tanin
C25 H20 O18,0.2831642055838156,0.6774019147581103,0.5131294070144413,0.3723653157399014,1.569924118536804e-06,tanin
C22 H18 O17,0.3308267821732035,0.7572788314281509,0.4894121880746161,0.5493475176940866,1.569924118536804e-06,tanin
C26 H22 O18,0.2921347957197205,0.6841318293671221,0.4795534495820525,0.5745822977612879,1.569924118536804e-06,tanin
C25 H22 O18,0.3739123547998855,0.6336631734573935,0.5345707920718047,0.5782692868221596,1.569924118536804e-06,tanin
C24 H20 O18,0.2385452422031534,0.680995460209676,0.4719975904105147,0.7503533683534376,1.569924118536804e-06,tanin
C20 H16 O16,0.3532286740689675,0.6036861134086409,0.5193185169936035,0.7116915202482346,1.569924118536804e-06,tanin
C27 H22 O18,0.300939475786297,0.6117843435716402,0.4779365698556632,0.7784436851355865,1.569924118536804e-06,tanin
C27 H26 O18,0.3342353023565742,0.5678404714209788,0.5487809825385103,0.8069814380819602,1.569924118536804e-06,tanin
C24 H22 O18,0.3868714490511316,0.5481255370275042,0.4893571028798937,0.7758399695654895,1.569924118536804e-06,tanin
C23 H20 O18,0.2097252304832501,0.466353720616522,0.4809221476369127,0.8264345993932748,1.569924118536804e-06,tanin
C21 H18 O17,0.199784088983902,0.5105650220209393,0.5133267989432552,0.828810923567547,1.569924118536804e-06,tanin
C19 H16 O16,0.1543428137846822,0.4972096661416088,0.5264558480033625,0.7506796294219505,1.569924118536804e-06,tanin
C24 H22 O19,0.0900575648329162,0.3072693039095281,0.3622674847964862,0.5304681456873394,1.569924118536804e-06,tanin
C25 H20 O19,0.0552398627795487,0.3814151690949789,0.3550617049635379,0.5160422461171525,1.569924118536804e-06,tanin
C27 H26 O19,0.049431498151896,0.3706402363981416,0.3074890967109883,0.5912929984604832,1.569924118536804e-06,tanin
C25 H24 O19,0.0671897020842252,0.3287284329432995,0.3602393553131082,0.8100027607386671,1.569924118536804e-06,tanin
C22 H20 O18,0.0680152136327582,0.3284682738449851,0.3605379290003146,0.8103772617101479,1.569924118536804e-06,tanin
C20 H18 O17,0.0844259586741661,0.2805312788597054,0.3647265117525158,0.8210808552996756,1.569924118536804e-06,tanin
C29 H26 O20,0.0463233612298023,0.2201780834617058,0.3710452807459705,0.7509665019458384,1.569924118536804e-06,tanin
C20 H16 O17,0.0174227191322863,0.2406276449709161,0.3693860033173616,0.7450148485961878,1.569924118536804e-06,tanin
C29 H24 O20,0.0257768822276953,0.2575665849838594,0.2999869704622447,0.7493833479926579,1.569924118536804e-06,tanin
