,NMF1,NMF2,NMF3,NMF4,NMF5,NMF6,NMF7,Class
C20 H18 O11 N2,0.3710801205515641,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.2169277873385977,0.6229905015212972,0.8052530483445175,lignin
C15 H16 O9 N2,0.3940025992985711,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.2183298548907418,0.6274259073857525,0.8071309204640702,lignin
C17 H18 O10 N2,0.4215293980380301,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.1900077208384391,0.5619824255326359,0.7318267822930236,lignin
C22 H23 O13 N1,0.4637124073113104,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.1900266546430567,0.5829418037951294,0.7554201465109558,lignin
C18 H16 O9 N2,0.5071142204102916,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.2180516438841154,0.5940158430296169,0.7994678452357561,lignin
C19 H16 O10 N2,0.3903083308995669,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.2130105425549334,0.482540036639202,0.8343005295966228,lignin
C20 H18 O12 N2,0.3969300962259035,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.2970284069859943,0.4505533978998001,0.8068881117401085,lignin
C22 H19 O12 N1,0.4899745777940389,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.3292304857438594,0.5054741541646972,0.7929479586307429,lignin
C21 H21 O13 N1,0.54532364832333,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.3285172560859865,0.405533053818129,0.777497581881537,lignin
C30 H24 O16,0.5481719653153171,0.2088808390067371,1.8492174467358817e-06,3.086014032624942e-06,0.0890991034940114,0.438942182599113,0.7788818615319145,lignin
C18 H22 O7 N2,0.4674651941389382,0.1078199346113258,1.8492174467358817e-06,3.086014032624942e-06,0.1010302984344351,0.5266521451542768,0.6485049871795399,lignin
C20 H20 O10 N2,0.4601378316059293,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.1043143837505451,0.511100287315129,0.7687519895377537,lignin
C15 H18 O7 N2,0.513580506773193,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.1013846189885774,0.4582722047587302,0.7771400555441826,lignin
C22 H21 O11 N1,0.4796560232748497,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.1363118977226786,0.4824359279153899,0.8528970522297025,lignin
C14 H12 O7 N2,0.389592290404094,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.1218261727004483,0.5124794290413546,0.8736121699315075,lignin
C18 H22 O8 N2,0.5388719915675845,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,2.5105070760420363e-06,0.6089527681121892,0.7124223900071266,lignin
C17 H20 O9 N2,0.544445151667163,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.1046757199555055,0.6089300024501674,0.7548633059886214,lignin
C20 H20 O11 N2,0.4993594032632756,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.1048226018428581,0.60249667584951,0.7546444836747327,lignin
C19 H20 O9 N2,0.6530370344228804,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.1057479794684141,0.6025627378504912,0.747709159808813,lignin
C19 H20 O10 N2,0.6507348744266545,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.1247640640252399,0.5952322986322619,0.8266884331580036,lignin
C23 H19 O14 N1,0.5944001735026394,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.1853506207341582,0.5604331650580145,0.7801503193351875,lignin
C19 H20 O11 N2,0.6149860113947084,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.2145502182942091,0.5445622241157801,0.814403158304724,lignin
C19 H17 O8 N1,0.5305773194094284,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,2.5105070760420363e-06,0.506205981838823,0.7375453019548556,lignin
C18 H18 O8 N2,0.5100760181396325,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,2.5105070760420363e-06,0.5064705417011314,0.8187154976808945,lignin
C22 H23 O11 N1,0.5184115181552975,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,2.5105070760420363e-06,0.499710855301764,0.8216032528762067,lignin
C14 H16 O6 N2,0.5384517842358916,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,2.5105070760420363e-06,0.5044384204954994,0.8226066945886474,lignin
C20 H23 O9 N1,0.5769689290551381,2.5669726331038952e-06,1.8492174467358817e-06,0.072703925791885,2.5105070760420363e-06,0.5983264535641307,0.8063115177035963,lignin
C17 H18 O7 N2,0.5351026395232387,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,2.5105070760420363e-06,0.6016486289509988,0.8112268300327277,lignin
C17 H15 O7 N1,0.6177415991844152,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,2.5105070760420363e-06,0.5637802371391941,0.8299311994916598,lignin
C22 H19 O11 N1,0.5950126813936245,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,2.5105070760420363e-06,0.5205668005336105,0.9205437590336286,lignin
C14 H16 O7 N2,0.534063532287588,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,2.5105070760420363e-06,0.4944402407089331,0.9316718583032578,lignin
C17 H21 O8 N1,0.6045117978553806,2.5669726331038952e-06,1.8492174467358817e-06,0.1077862054433538,2.5105070760420363e-06,0.4016943889711906,0.7133398855289989,lignin
C17 H20 O7 N2,0.594680521789922,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,2.5105070760420363e-06,0.4035561575346389,0.7445709275998738,lignin
C18 H20 O8 N2,0.5846917861372903,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,2.5105070760420363e-06,0.3969979316512454,0.8254799720530717,lignin
C22 H29 O9 N1,0.4837360181468348,2.5669726331038952e-06,0.0652060028605121,3.086014032624942e-06,2.5105070760420363e-06,0.3636532016265286,0.7239876431339944,lignin
C24 H23 O13 N1,0.5286995080490748,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,2.5105070760420363e-06,0.3607734493335638,0.7564927868693361,lignin
C22 H25 O10 N1,0.5272056676088434,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,2.5105070760420363e-06,0.3593895257787857,0.7593353911750992,lignin
C21 H22 O11 N2,0.4602338468430478,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,2.5105070760420363e-06,0.4052254574988479,0.7484010235755738,lignin
C20 H22 O11 N2,0.4598957003539555,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,2.5105070760420363e-06,0.4076070679999929,0.7527577776854857,lignin
C21 H25 O10 N1,0.4420972302597534,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,2.5105070760420363e-06,0.3852540985728216,0.7672790644588454,lignin
C15 H18 O6 N2,0.5210261215461973,2.5669726331038952e-06,0.0304226572012388,3.086014032624942e-06,2.5105070760420363e-06,0.3105287756408664,0.7078693890281007,lignin
C20 H27 O9 N1,0.5507977322218313,0.0042296427471622,1.8492174467358817e-06,0.0043193657520732,2.5105070760420363e-06,0.2986666442821649,0.6673768934310793,lignin
C18 H19 O7 N1,0.5396738290822546,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,2.5105070760420363e-06,0.2115044219959539,0.7274743224253242,lignin
C21 H23 O12 N1,0.4509952274170181,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.1221946090821403,0.2867772253148756,0.8786058215078594,lignin
C23 H25 O13 N1,0.4344953262681483,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,2.5105070760420363e-06,0.2882975869125926,0.8463057585113261,lignin
C22 H23 O10 N1,0.480825221478748,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,2.5105070760420363e-06,0.2252896410728302,0.8827113624483365,lignin
C22 H27 O12 N1,0.5608131612807505,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,2.5105070760420363e-06,0.2886655538173493,0.8367016244566173,lignin
C22 H25 O12 N1,0.5618473169570561,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,2.5105070760420363e-06,0.2866371749123236,0.8334325405528297,lignin
C21 H19 O10 N1,0.5802321417060661,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,2.5105070760420363e-06,0.4011751187738643,0.9316306949243344,lignin
C20 H17 O9 N1,0.5100674204320425,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,2.5105070760420363e-06,0.3445261992748045,0.9495628369408138,lignin
C19 H18 O9 N2,0.4492182478106005,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,2.5105070760420363e-06,0.3923607274242337,0.94820573370901,lignin
C21 H17 O10 N1,0.4201214446453477,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,2.5105070760420363e-06,0.3548995187089562,0.9459124243285508,lignin
C20 H23 O11 N1,0.6076429389143229,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.2380615116807567,0.2533275029675924,0.805572539965132,lignin
C22 H23 O12 N1,0.5368456334268787,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.2367821516047124,0.2875346773528753,0.839753726436036,lignin
C19 H23 O10 N1,0.4244347029766614,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.2140945511698145,0.1592896349396153,0.6710027675164134,lignin
C20 H25 O10 N1,0.4300521570252904,2.5669726331038952e-06,1.8492174467358817e-06,0.0604448232552913,0.1525167590736153,0.1682965208766838,0.6785085507871131,lignin
C19 H16 O12 N2,3.577726848801236e-06,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.2135954618761565,0.6524068034609212,0.8306345963660773,lignin
C20 H16 O12 N2,3.577726848801236e-06,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.3015540934450879,0.5351862018050155,0.8290497756043732,lignin
C17 H14 O11 N2,3.577726848801236e-06,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.3794051162810916,0.3960674501866004,0.7911473215246989,lignin
C16 H14 O10 N2,0.1568374800092045,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.3796132190800586,0.4462507397540747,0.7940405365422528,lignin
C15 H12 O9 N2,0.1905455691106243,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.3807660559387665,0.538255148184189,0.7781747838784577,lignin
C19 H18 O12 N2,0.1719819705621694,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.3025045752669449,0.5277672987585645,0.8136517886101605,lignin
C20 H16 O11 N2,0.2230673883819492,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.2967653623432708,0.4977919906658706,0.814354817406674,lignin
C15 H12 O8 N2,0.2246674397701324,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.2973056761324419,0.4976178177584846,0.8193182865949034,lignin
C18 H18 O11 N2,0.2025864560267319,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.2999348184455829,0.6414351057527372,0.7941636586011187,lignin
C16 H16 O10 N2,0.2022281206797644,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.2988675459615692,0.6505758309128792,0.7921774488851748,lignin
C15 H14 O9 N2,0.2055816542745641,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.3787063767798138,0.6537369834208806,0.7745381128412749,lignin
C22 H21 O14 N1,0.2859929073863941,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.3276347572488216,0.6734911849589454,0.7422469450607534,lignin
C16 H14 O8 N2,0.282280700838308,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.3833472116833166,0.6729661713697164,0.7632083682266074,lignin
C19 H16 O11 N2,0.3699803792210243,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.3792961986040183,0.6233259052131391,0.7627035493813623,lignin
C16 H16 O8 N2,0.6563044784063398,0.2607977337024058,1.8492174467358817e-06,3.086014032624942e-06,0.4606133393483583,0.6341813836969377,0.6847526856957626,lignin
C14 H15 O9 N1,0.5837365853254507,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.6471459946067637,0.6893008977051485,0.7068483409225885,lignin
C16 H17 O9 N1,0.5829557244167333,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.6507807537876061,0.6817866699460309,0.7062323625503554,lignin
C21 H19 O13 N1,0.5840419614945138,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.633788871656336,0.6778177522474335,0.7077449173502538,lignin
C16 H16 O9 N2,0.6032771040255998,0.0001256274579308,1.8492174467358817e-06,3.086014032624942e-06,0.524885539838029,0.6956036076193656,0.6960834118515073,lignin
C20 H21 O12 N1,0.5615295168754544,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.4997961234967066,0.5431484141325488,0.7294895489493615,lignin
C15 H14 O8 N2,0.5788020413388585,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.5247421355882593,0.5978093403872927,0.7296424239721286,lignin
C18 H16 O11 N2,0.4649748298734237,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.4579955959584055,0.6450373819447094,0.735014950404263,lignin
C15 H17 O9 N1,0.5543803654646922,0.0769243407596203,1.8492174467358817e-06,3.086014032624942e-06,0.4082929581219984,0.6873115530745026,0.732114496521265,lignin
C14 H12 O8 N2,0.3925853729856606,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.5357551859062941,0.6234293902201834,0.7385067214399306,lignin
C22 H19 O14 N1,0.4044584470541463,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.5667123911608113,0.6565733873984888,0.7236606059163493,lignin
C17 H14 O9 N2,0.4003239850293654,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.6098778914503729,0.6036854800087861,0.7220798340115885,lignin
C17 H14 O10 N2,0.2062813096100224,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.6112859965677649,0.6483379871266938,0.7358919573567025,lignin
C16 H14 O9 N2,0.2329886027707845,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.7535462484743073,0.7103550289399383,0.7015900413333083,lignin
C16 H15 O10 N1,0.3521576464860314,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.9748629593440016,0.7020397409454777,0.6720692118967441,lignin
C17 H15 O11 N1,0.3082023390806233,0.0817137607719064,1.8492174467358817e-06,3.086014032624942e-06,0.981504570919898,0.6274044931100607,0.6663400793220152,lignin
C17 H19 O11 N1,3.577726848801236e-06,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.5193567722886381,3.704558711867581e-06,0.6105001460962547,lignin
C16 H17 O10 N1,0.2662894598767044,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.7604632696265549,0.1342096978393723,0.7044941146490282,lignin
C18 H19 O11 N1,0.3101332896755846,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.8715801177663327,0.1798107872022883,0.7710343179274122,lignin
C17 H17 O11 N1,0.2986499258346438,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.8528247352769142,0.423734772344939,0.7088608068623463,lignin
C19 H19 O12 N1,0.5324689051075965,0.104427109695008,1.8492174467358817e-06,3.086014032624942e-06,0.763715681875374,0.3996297565290411,0.5810537910889199,lignin
C17 H19 O9 N1,0.5516478249330279,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.7084262675626736,0.3901965082048381,0.7171618837908122,lignin
C16 H19 O9 N1,0.6542684872319992,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.4939691002240661,0.2392386767599286,0.6985070208099591,lignin
C19 H21 O11 N1,0.5529499049840776,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.5834378476128191,0.217395348902482,0.6074182911529347,lignin
C17 H19 O10 N1,0.553716811498277,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.6586276565890847,3.704558711867581e-06,0.6347483209052851,lignin
C19 H17 O12 N1,0.6791216689960002,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.8120843075951122,0.5101746916318313,0.6109614704025184,lignin
C17 H17 O10 N1,0.6459334373580928,0.163465185206169,1.8492174467358817e-06,3.086014032624942e-06,0.8177527602540801,0.6297511754722134,0.6453591480272527,lignin
C21 H17 O13 N1,0.5937770872803263,0.0643849660130638,1.8492174467358817e-06,3.086014032624942e-06,0.770587059034347,0.6828815007789703,0.6773599023415705,lignin
C17 H16 O10 N2,0.6736413281270538,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.6836829244613647,0.6002419397341989,0.7006627304006644,lignin
C18 H19 O9 N1,0.7357471614960983,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.7037852636073438,0.6494476312328666,0.6865900692458826,lignin
C17 H16 O9 N2,0.7524494913938298,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.7442245375345772,0.7185755639621025,0.6613044055182975,lignin
C13 H13 O8 N1,0.7452879160705289,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.7762894186597474,0.7410910635836624,0.6609719084784107,lignin
C19 H17 O11 N1,0.6111622372117427,0.2108626013749292,1.8492174467358817e-06,3.086014032624942e-06,0.9055775993771163,0.7382761778345406,0.6265310430462815,lignin
C18 H15 O11 N1,0.715531520186337,0.1494084923065098,1.8492174467358817e-06,3.086014032624942e-06,0.9425754128124862,0.7444515455753481,0.6360834621554875,lignin
C17 H15 O10 N1,0.7224863904140691,0.1728763587890496,1.8492174467358817e-06,3.086014032624942e-06,1.0,0.7084384512655265,0.6277841029239066,lignin
C17 H15 O9 N1,0.7638151206577976,0.0711769550288442,1.8492174467358817e-06,3.086014032624942e-06,0.8397029324695912,0.7373555718853846,0.6429232084590192,lignin
C17 H17 O9 N1,0.7413121740298455,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.8561766949015418,0.7544096515595882,0.6546599858891201,lignin
C14 H13 O9 N1,0.7331056846422075,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.9289337031865303,0.7468578448652153,0.6458386921897611,lignin
C15 H13 O9 N1,0.7331143723781494,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.9286525941485848,0.7401026284360167,0.6466177290734368,lignin
C19 H19 O11 N1,0.5931174945613873,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.8566601831265991,0.684365426922173,0.6809279268496696,lignin
C20 H19 O12 N1,0.5695733700456947,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.8611863284406515,0.6758545517446346,0.6792336029115453,lignin
C18 H17 O11 N1,0.5889522428403152,0.0424919593900041,1.8492174467358817e-06,3.086014032624942e-06,0.9324922924442044,0.6909941847767161,0.6587271240349534,lignin
C16 H13 O10 N1,0.5172269701174294,0.0862934553480815,1.8492174467358817e-06,3.086014032624942e-06,0.9761383829275044,0.7602387525415158,0.6531385358732099,lignin
C19 H17 O10 N1,0.8770541318872139,0.226602743598465,1.8492174467358817e-06,3.086014032624942e-06,0.7512781042624728,0.7227284781071777,0.6399024544477522,lignin
C20 H17 O12 N1,0.897253252994433,0.1672834163601242,1.8492174467358817e-06,3.086014032624942e-06,0.9360417046027016,0.7648462002810675,0.6238356699020919,lignin
C20 H17 O11 N1,0.913376070392088,0.0645474137717565,1.8492174467358817e-06,3.086014032624942e-06,0.8465193919350686,0.7303238929988937,0.6386581670935041,lignin
C20 H19 O11 N1,0.9115123934829557,0.063865053945458,1.8492174467358817e-06,3.086014032624942e-06,0.8460652704273776,0.7324659962612338,0.6408003191480812,lignin
C16 H15 O8 N1,0.8808662924128067,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.8531278693528841,0.7295361387212621,0.6456965527725254,lignin
C16 H13 O9 N1,0.8790654552931809,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.912889718799191,0.7309450629231463,0.6418493411742925,lignin
C16 H15 O9 N1,0.8749294627864207,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.9134671032389848,0.7344566922782096,0.6445269238864585,lignin
C15 H15 O9 N1,0.9088988704322766,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.9107026711637672,0.6598290329968001,0.6509676737421259,lignin
C18 H19 O10 N1,0.8981995409994515,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.8496459813241202,0.6521680238916787,0.6613738495495064,lignin
C19 H19 O10 N1,0.8986201534587273,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.7010361910981172,0.6577161404697481,0.6842718532605905,lignin
C20 H21 O11 N1,0.909738744925552,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.6220652240588764,0.6568535921563874,0.6933596353623975,lignin
C21 H17 O12 N1,0.9343058616019356,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.6312172069643557,0.6883983795422564,0.6744031325392706,lignin
C17 H17 O8 N1,0.9219073370585864,2.5669726331038952e-06,1.8492174467358817e-06,3.086014032624942e-06,0.6281362615685788,0.482630215688535,0.6732946045852569,lignin
C19 H17 O9 N1,0.9206089481699576,2.5669726331038952e-06,1.8492174467358817e-06,0.2303563730268935,0.39875531969874,0.5670841168342091,0.7385118131842683,lignin
C20 H21 O10 N1,0.8670005758213376,2.5669726331038952e-06,1.8492174467358817e-06,0.2304444161174274,0.4805905318418776,0.6414117163739477,0.7169760044493257,lignin
C20 H17 O10 N1,0.9443264672910792,2.5669726331038952e-06,1.8492174467358817e-06,0.2305029539987894,0.5525939553828758,0.5712431641941668,0.7064821034081744,lignin
C13 H15 O8 N1,0.9047223651672384,2.5669726331038952e-06,1.8492174467358817e-06,0.3009334760168202,0.5905601459834976,0.6332728882483548,0.6900383457425686,lignin
C17 H15 O8 N1,0.9050533093881924,2.5669726331038952e-06,1.8492174467358817e-06,0.2993787348378003,0.5967007362448566,0.6345950638431286,0.6916659862337637,lignin
C15 H13 O7 N1,0.9008428634345528,2.5669726331038952e-06,1.8492174467358817e-06,0.2946139932338752,0.6763399410057425,0.6338819996484316,0.6808648628354623,lignin
C16 H17 O8 N1,0.8622108874526766,2.5669726331038952e-06,1.8492174467358817e-06,0.2297433980535105,0.6355806278198448,0.6338896401788362,0.695581230897907,lignin
C14 H15 O8 N1,0.8557085897490838,2.5669726331038952e-06,1.8492174467358817e-06,0.2925505187397582,0.7525354634507535,0.5451775726835341,0.5839447976390502,lignin
C18 H15 O10 N1,0.8934094925173836,0.202711055674074,1.8492174467358817e-06,0.2684635509165781,0.9168549018509244,0.7288306630805724,0.6217735134453031,lignin
C18 H17 O10 N1,0.824023741556691,0.2915100607788994,1.8492174467358817e-06,0.2623944938327497,0.8605177526153525,0.7022611084216213,0.6119661390413055,lignin
C15 H15 O8 N1,0.7998176385707387,0.1658880160516041,1.8492174467358817e-06,0.2736806238213982,0.802602528725528,0.6977989866889486,0.6377156422741644,lignin
C18 H15 O9 N1,0.9094107716402048,0.0611541493222323,1.8492174467358817e-06,0.2797005181575926,0.8299775257671209,0.7256491878012227,0.6388446598981639,lignin
C14 H13 O8 N1,0.8748153068364289,2.5669726331038952e-06,1.8492174467358817e-06,0.2838424938218625,0.8280242526580984,0.7247272304657366,0.6520400073689196,lignin
C15 H13 O8 N1,0.8459983117883484,2.5669726331038952e-06,0.053684208698601,0.2826840032546835,0.7962814394135157,0.7160673909335076,0.6533982761807525,lignin
C13 H13 O7 N1,0.8702446574475233,3.531220368337857e-06,1.8492174467358817e-06,0.3821897257909475,0.8230173239482199,0.7230328518898255,0.6447486294772613,lignin
C18 H17 O9 N1,0.860231614139925,9.23209033507345e-06,1.8492174467358817e-06,0.3795114995843943,0.743818040341562,0.7200009646819341,0.6531962627578102,lignin
C14 H15 O7 N1,0.8476616756148846,2.0505751474724445e-05,0.0555422184201274,0.378675789579055,0.7047335477554506,0.7073215824401277,0.657662458697825,lignin
C11 H9 O7 N1,0.6272307675133053,2.5669726331038952e-06,1.8492174467358817e-06,0.2308011626375517,0.5340259789187541,0.6373802710693863,0.7169657596143328,lignin
C12 H11 O7 N1,0.6015126383600724,2.5669726331038952e-06,1.8492174467358817e-06,0.2295901826623837,0.687766685294568,0.7293125362600342,0.6776731366378181,lignin
C12 H13 O7 N1,0.746014489883154,2.5669726331038952e-06,1.8492174467358817e-06,0.3043970208849249,0.6012481337885819,0.7329749491436941,0.6827352507043017,lignin
C13 H11 O7 N1,0.7452559109914895,2.5669726331038952e-06,1.8492174467358817e-06,0.2966187030288789,0.6777119173326906,0.7365949492871489,0.6715354375897228,lignin
C13 H11 O8 N1,0.7432134827900002,2.5669726331038952e-06,1.8492174467358817e-06,0.2974696665280054,0.6773660372947651,0.7352974624810975,0.6748011474460577,lignin
C13 H15 O7 N1,0.73881550777971,2.5669726331038952e-06,1.8492174467358817e-06,0.2991527298499268,0.6801021652641001,0.7344051316920781,0.6717470823844848,lignin
C14 H13 O7 N1,0.7397471661775726,2.5669726331038952e-06,1.8492174467358817e-06,0.298030851448133,0.7486854288434295,0.6510526623818018,0.6802766743449762,lignin
C16 H13 O8 N1,0.736178757414285,2.5669726331038952e-06,1.8492174467358817e-06,0.2896592539601245,0.8347286549125736,0.7396321380875659,0.6595656668464318,lignin
C15 H17 O8 N1,0.6992363885234738,0.2267901704626157,1.8492174467358817e-06,0.3648271671415474,0.5592977297305652,0.6838730025340573,0.6679425678231081,lignin
C31 H32 O14,0.9009237989227568,2.5669726331038952e-06,1.8492174467358817e-06,0.7887836807349621,2.5105070760420363e-06,0.3532278538186695,0.3239634910888646,lignin
C30 H30 O14,0.8222382092568592,2.5669726331038952e-06,1.8492174467358817e-06,0.7556735058267212,2.5105070760420363e-06,0.3729295332072525,0.4089464524559599,lignin
C27 H36 O9,0.6104305317830692,2.5669726331038952e-06,1.8492174467358817e-06,0.8045445658322646,2.5105070760420363e-06,0.5324055165253238,0.5137216682002224,lignin
C26 H22 O11,0.6967184305681545,0.043222113809534,1.8492174467358817e-06,0.6353249141608219,2.5105070760420363e-06,0.4925608781349954,0.4579072857156265,lignin
C27 H22 O13,0.626598138285709,0.126894796699425,1.8492174467358817e-06,0.6297989154784819,2.5105070760420363e-06,0.4353358522481507,0.520650121278602,lignin
C28 H26 O13,0.6302351486530138,2.5669726331038952e-06,1.8492174467358817e-06,0.6507792928699537,2.5105070760420363e-06,0.4863711129321331,0.6582759832173652,lignin
C31 H30 O16,0.7507435891711017,0.0042949730129087,1.8492174467358817e-06,0.5860660336032011,2.5105070760420363e-06,0.4294491874062021,0.7130720475075697,lignin
C30 H28 O14,0.7819251338631562,0.028636838895009,1.8492174467358817e-06,0.5807411844634679,2.5105070760420363e-06,0.4739842538543877,0.620814547812921,lignin
C29 H28 O13,0.9109983315945858,0.0650948988097985,1.8492174467358817e-06,0.5716228840360978,2.5105070760420363e-06,0.4032766284699053,0.6135820010395747,lignin
C24 H34 O14,0.7753218243489239,2.5669726331038952e-06,1.8492174467358817e-06,0.5845112735227019,2.5105070760420363e-06,0.6949541105585789,0.473515935963524,lignin
