,low,medium,high
NMF1,0.09393037847404172,0.08749037407165591,0.15724325727863409
NMF2,0.18810442920237194,0.24688605038639658,0.08994613500215065
NMF3,0.3564571899122854,0.2391866824151358,0.18798600094529147
NMF4,0.047272839693120974,0.057787289145299105,0.001723411772638034
NMF5,0.20533504240175335,0.013911233520744522,3.2341136775260945e-05
NMF6,0.01578105482074316,0.20051290394205076,0.40624621442451736
NMF7,0.09311906549568341,0.15422546651871746,0.1568226394399931
