7.866497035138309002e-04,6.317720981314778328e-04,5.585643230006098747e-04,9.323792764917016029e-04,6.669855210930109024e-04,9.401351562701165676e-04,5.246815271675586700e-04
5.441528628580272198e-04,6.078086444176733494e-04,3.880130439171125545e-09,8.708229288458824158e-04,3.421817273974170348e-09,2.645091153681278229e-04,3.599925246788870936e-09
3.932286496421966149e-09,4.558598387660595108e-09,3.880130439171125545e-09,2.732210850808769464e-04,4.524875548668205738e-04,3.753921173910157449e-09,3.599925246788870936e-09
3.023388562723994255e-04,4.558598387660595108e-09,2.070155460387468338e-04,3.525660208225644965e-09,3.421817273974170348e-09,3.753921173910157449e-09,8.002280083019286394e-05
3.014895773958414793e-04,1.827847445383667946e-04,3.880130439171125545e-09,1.988402218557894230e-04,3.421817273974170348e-09,3.753921173910157449e-09,3.599925246788870936e-09
3.932286496421966149e-09,4.558598387660595108e-09,3.880130439171125545e-09,4.024633381050080061e-04,3.421817273974170348e-09,4.778695874847471714e-04,3.599925246788870936e-09
3.157182072754949331e-04,4.559385415632277727e-04,3.448669449426233768e-04,3.525660208225644965e-09,3.421817273974170348e-09,3.753921173910157449e-09,3.599925246788870936e-09
2.600067527964711189e-04,6.473660323536023498e-05,2.437357034068554640e-04,3.525660208225644965e-09,3.421817273974170348e-09,4.533213214017450809e-04,2.457463706377893686e-04
3.932286496421966149e-09,2.056143421214073896e-04,1.961722591659054160e-04,3.947064396925270557e-04,3.421817273974170348e-09,3.753921173910157449e-09,2.447571314405649900e-04
3.932286496421966149e-09,1.042626448906958103e-03,3.880130439171125545e-09,3.525660208225644965e-09,3.421817273974170348e-09,2.499989350326359272e-04,3.599925246788870936e-09
3.932286496421966149e-09,4.558598387660595108e-09,3.880130439171125545e-09,2.748458064161241055e-04,3.421817273974170348e-09,5.314297741279006004e-04,3.599925246788870936e-09
3.932286496421966149e-09,4.558598387660595108e-09,3.880130439171125545e-09,4.433861467987298965e-04,2.660574973560869694e-04,2.691815898288041353e-04,3.599925246788870936e-09
3.932286496421966149e-09,4.558598387660595108e-09,4.489487619139254093e-04,3.525660208225644965e-09,7.284222374437376857e-05,3.753921173910157449e-09,6.058058934286236763e-04
1.254091330338269472e-04,1.568177249282598495e-04,3.880130439171125545e-09,4.737838462460786104e-04,3.421817273974170348e-09,4.691213252954185009e-04,3.599925246788870936e-09
4.468424303922802210e-04,4.558598387660595108e-09,2.996064431499689817e-04,7.358774309977889061e-04,3.421817273974170348e-09,9.265214321203529835e-04,2.273816789966076612e-04
1.463360968045890331e-04,4.558598387660595108e-09,3.880130439171125545e-09,3.525660208225644965e-09,5.399684887379407883e-04,3.753921173910157449e-09,2.701510675251483917e-04
3.932286496421966149e-09,4.558598387660595108e-09,3.880130439171125545e-09,3.525660208225644965e-09,1.282932120375335217e-03,3.753921173910157449e-09,3.599925246788870936e-09
3.932286496421966149e-09,5.098783876746892929e-04,1.204735235660336912e-04,8.263185736723244190e-04,3.945864445995539427e-04,3.753921173910157449e-09,5.952760111540555954e-04
3.932286496421966149e-09,1.739218423608690500e-04,5.078074173070490360e-04,3.525660208225644965e-09,3.421817273974170348e-09,2.208004734711721539e-04,7.874445291236042976e-04
1.727727823890745640e-03,4.764223995152860880e-04,1.970927696675062180e-04,1.167265349067747593e-03,3.421817273974170348e-09,1.411977573297917843e-03,1.037605339661240578e-03
1.978135202080011368e-03,2.498984104022383690e-03,1.576112234033644199e-03,1.499717705883085728e-03,1.205399981699883938e-03,1.377133652567863464e-03,1.428361982107162476e-03
3.048905637115240097e-04,4.558598387660595108e-09,2.409985609119758010e-04,1.575016212882474065e-04,1.527181884739547968e-04,3.753921173910157449e-09,4.620076797436922789e-04
3.932286496421966149e-09,4.558598387660595108e-09,1.887888502096757293e-04,3.525660208225644965e-09,3.478889993857592344e-04,2.492258499842137098e-04,3.428713243920356035e-04
5.421941750682890415e-04,1.017025904729962349e-03,4.217765235807746649e-04,8.150046342052519321e-04,5.263221100904047489e-04,4.185674188192933798e-04,1.201156643219292164e-03
1.292598171858116984e-04,4.558598387660595108e-09,3.880130439171125545e-09,2.814166655298322439e-04,3.421817273974170348e-09,4.839862231165170670e-04,3.599925246788870936e-09
5.941557465121150017e-04,4.558598387660595108e-09,3.384612791705876589e-04,3.466380003374069929e-04,3.771816554944962263e-04,3.542520516930380836e-06,8.045160793699324131e-04
3.932286496421966149e-09,4.558598387660595108e-09,3.880130439171125545e-09,3.525660208225644965e-09,3.932731924578547478e-04,3.753921173910157449e-09,2.481217961758375168e-04
3.629291022662073374e-04,7.792278775013983250e-04,8.996489341370761395e-04,6.669494905509054661e-04,4.843625065404921770e-04,3.648805140983313322e-04,7.594170165248215199e-04
3.932286496421966149e-09,2.090658090310171247e-04,3.880130439171125545e-09,3.525660208225644965e-09,1.469527342123910785e-04,3.099165041930973530e-04,3.599925246788870936e-09
3.932286496421966149e-09,4.558598387660595108e-09,2.186241472372785211e-04,6.284586852416396141e-04,2.342736843274906278e-04,1.248328480869531631e-03,3.599925246788870936e-09
3.932286496421966149e-09,4.558598387660595108e-09,5.493280477821826935e-04,3.525660208225644965e-09,3.421817273974170348e-09,3.753921173910157449e-09,8.039496606215834618e-04
2.577133127488195896e-04,4.291157820262014866e-04,3.260325174778699875e-04,8.567356853745877743e-04,2.829495060723274946e-04,3.753921173910157449e-09,2.539337147027254105e-04
3.481570456642657518e-04,4.539592773653566837e-04,2.010377647820860147e-04,3.525660208225644965e-09,1.760010200086981058e-04,6.726349238306283951e-04,2.913996286224573851e-04
1.695512473816052079e-04,4.558598387660595108e-09,3.880130439171125545e-09,3.381470742169767618e-04,6.273022154346108437e-04,9.077533031813800335e-04,3.599925246788870936e-09
3.932286496421966149e-09,6.560155889019370079e-04,3.880130439171125545e-09,3.525660208225644965e-09,3.421817273974170348e-09,5.003060214221477509e-04,3.599925246788870936e-09
3.118357853963971138e-04,4.558598387660595108e-09,3.880130439171125545e-09,3.525660208225644965e-09,3.421817273974170348e-09,2.861112880054861307e-04,2.652826078701764345e-04
3.932286496421966149e-09,4.558598387660595108e-09,3.880130439171125545e-09,2.780332579277455807e-04,1.538921787869185209e-04,2.575420367065817118e-04,3.599925246788870936e-09
1.525154948467388749e-04,4.765622434206306934e-04,3.880130439171125545e-09,3.525660208225644965e-09,6.269438017625361681e-05,2.321365318493917584e-04,3.599925246788870936e-09
1.392955600749701262e-04,4.120959492865949869e-04,1.033269363688305020e-04,3.525660208225644965e-09,3.421817273974170348e-09,3.753921173910157449e-09,3.599925246788870936e-09
2.992018416989594698e-04,4.558598387660595108e-09,3.880130439171125545e-09,3.525660208225644965e-09,3.421817273974170348e-09,3.753921173910157449e-09,2.798866480588912964e-04
3.932286496421966149e-09,7.090618018992245197e-04,2.335323952138423920e-04,3.525660208225644965e-09,4.409568266083851995e-09,1.489181886427104473e-05,3.599925246788870936e-09
3.932286496421966149e-09,5.863249534741044044e-04,3.733300254680216312e-04,2.026886359089985490e-04,3.421817273974170348e-09,3.753921173910157449e-09,2.507307799533009529e-04
3.932286496421966149e-09,3.693171020131558180e-04,1.958094508154317737e-04,1.789967063814401627e-04,3.421817273974170348e-09,3.753921173910157449e-09,3.599925246788870936e-09
2.297373721376061440e-04,7.085565594024956226e-04,2.454728528391569853e-04,3.525660208225644965e-09,3.421817273974170348e-09,1.564321137266233563e-04,4.411567933857440948e-04
3.932286496421966149e-09,8.831680170260369778e-04,8.768706175033003092e-05,3.525660208225644965e-09,3.421817273974170348e-09,3.753921173910157449e-09,3.183666267432272434e-04
3.925495839212089777e-04,2.825521514751017094e-04,1.484206732129678130e-04,3.525660208225644965e-09,3.421817273974170348e-09,3.753921173910157449e-09,3.599925246788870936e-09
2.677314332686364651e-04,3.437609120737761259e-04,3.880130439171125545e-09,2.620684099383652210e-04,1.214861549669876695e-04,3.753921173910157449e-09,2.061795239569619298e-04
3.932286496421966149e-09,4.558598387660595108e-09,3.880130439171125545e-09,4.413721326272934675e-04,3.784548316616564989e-04,1.135532293119467795e-04,3.599925246788870936e-09
3.932286496421966149e-09,4.558598387660595108e-09,3.880130439171125545e-09,3.525660208225644965e-09,3.757187805604189634e-04,2.471418119966983795e-04,3.599925246788870936e-09
3.932286496421966149e-09,4.558598387660595108e-09,3.880130439171125545e-09,3.525660208225644965e-09,6.636272300966084003e-04,2.492483181413263083e-04,3.599925246788870936e-09
2.150465501472353935e-03,2.719429787248373032e-03,6.097091245464980602e-04,1.833972637541592121e-03,8.110770140774548054e-04,1.682183006778359413e-03,9.029370849020779133e-04
8.178525604307651520e-05,7.799394661560654640e-04,3.880130439171125545e-09,9.361556731164455414e-04,9.378810063935816288e-04,3.753921173910157449e-09,1.141469343565404415e-03
3.932286496421966149e-09,4.558598387660595108e-09,3.880130439171125545e-09,2.895685611292719841e-04,2.904863504227250814e-04,3.753921173910157449e-09,3.599925246788870936e-09
6.365350564010441303e-04,4.558598387660595108e-09,3.880130439171125545e-09,2.223217015853151679e-04,3.421817273974170348e-09,2.957701217383146286e-04,3.599925246788870936e-09
1.055092550814151764e-03,6.417068070732057095e-04,2.511247002985328436e-04,9.846441680565476418e-04,3.421817273974170348e-09,3.753921173910157449e-09,7.357907597906887531e-04
1.161691965535283089e-03,1.767566544003784657e-03,1.052979612722992897e-03,6.239729118533432484e-04,7.327969651669263840e-04,1.436730730347335339e-03,1.567951403558254242e-03
7.997851935215294361e-04,1.064148382283747196e-03,2.173701534047722816e-03,1.568060135468840599e-03,1.671625184826552868e-03,1.919489004649221897e-03,2.019141102209687233e-03
1.237825199496001005e-04,4.558598387660595108e-09,3.880130439171125545e-09,3.525660208225644965e-09,3.421817273974170348e-09,8.306164527311921120e-04,3.599925246788870936e-09
2.494936052244156599e-04,4.558598387660595108e-09,3.880130439171125545e-09,3.838320844806730747e-04,3.058075890294276178e-05,3.753921173910157449e-09,3.474068580544553697e-05
2.690179389901459217e-04,4.558598387660595108e-09,3.880130439171125545e-09,8.540749695384874940e-05,1.288268540520220995e-04,3.753921173910157449e-09,3.599925246788870936e-09
3.932286496421966149e-09,4.558598387660595108e-09,3.880130439171125545e-09,5.403828690759837627e-04,3.421817273974170348e-09,3.753921173910157449e-09,2.921519626397639513e-04
2.564394089858978987e-04,4.558598387660595108e-09,3.880130439171125545e-09,2.187720237998291850e-04,1.311191736022010446e-04,2.816574415192008018e-04,3.599925246788870936e-09
3.932286496421966149e-09,4.558598387660595108e-09,3.880130439171125545e-09,3.525660208225644965e-09,5.272732232697308064e-04,3.753921173910157449e-09,3.599925246788870936e-09
2.469419559929519892e-04,3.540705947671085596e-04,4.024163063149899244e-04,4.631559131667017937e-04,3.820616111624985933e-04,2.747396356426179409e-04,9.348524035885930061e-04
3.932286496421966149e-09,3.944996569771319628e-04,3.880130439171125545e-09,4.026004753541201353e-04,3.123443457297980785e-04,4.380294121801853180e-04,3.599925246788870936e-09
6.240437505766749382e-04,6.866147159598767757e-04,3.780513361562043428e-04,1.214678050018846989e-03,3.421817273974170348e-09,8.210819796659052372e-04,3.599925246788870936e-09
2.688145905267447233e-04,4.558598387660595108e-09,9.377804817631840706e-04,8.767237886786460876e-04,1.681803842075169086e-03,1.226534834131598473e-03,1.788979046978056431e-03
3.932286496421966149e-09,4.558598387660595108e-09,3.880130439171125545e-09,3.525660208225644965e-09,5.154701066203415394e-04,3.753921173910157449e-09,3.599925246788870936e-09
9.046765044331550598e-04,4.558598387660595108e-09,1.126066665165126324e-03,5.012386827729642391e-04,5.298650357872247696e-04,6.581713096238672733e-04,1.040931325405836105e-03
3.932286496421966149e-09,4.558598387660595108e-09,9.064006153494119644e-04,2.384845283813774586e-04,1.946636039065197110e-04,3.753921173910157449e-09,3.539734752848744392e-04
1.257040275959298015e-04,4.671694186981767416e-04,1.808044180506840348e-04,3.525660208225644965e-09,3.421817273974170348e-09,4.848704847972840071e-04,2.219841262558475137e-04
3.932286496421966149e-09,4.558598387660595108e-09,3.880130439171125545e-09,2.583458553999662399e-04,1.047956640832126141e-03,1.060381997376680374e-03,3.599925246788870936e-09
3.932286496421966149e-09,4.558598387660595108e-09,3.880130439171125545e-09,3.525660208225644965e-09,6.149089895188808441e-04,3.309515304863452911e-04,3.599925246788870936e-09
3.932286496421966149e-09,4.558598387660595108e-09,3.880130439171125545e-09,8.461998077109456062e-04,4.372646799311041832e-04,3.753921173910157449e-09,3.599925246788870936e-09
1.692599616944789886e-04,4.558598387660595108e-09,3.880130439171125545e-09,7.352746324613690376e-04,2.652743423823267221e-04,2.764853998087346554e-04,3.599925246788870936e-09
3.932286496421966149e-09,4.558598387660595108e-09,2.343828673474490643e-04,2.894053177442401648e-04,4.621718253474682570e-04,3.753921173910157449e-09,3.599925246788870936e-09
3.932286496421966149e-09,4.558598387660595108e-09,3.880130439171125545e-09,3.525660208225644965e-09,6.875633262097835541e-04,3.753921173910157449e-09,3.599925246788870936e-09
1.070557627826929092e-03,4.558598387660595108e-09,1.785062340786680579e-04,3.876321134157478809e-04,1.313887623837217689e-04,3.753921173910157449e-09,4.692082875408232212e-04
9.363997960463166237e-04,9.135057334788143635e-04,3.876089067489374429e-06,1.035452936775982380e-03,3.421817273974170348e-09,2.831874007824808359e-04,3.705082053784281015e-04
3.932286496421966149e-09,4.558598387660595108e-09,3.880130439171125545e-09,3.525660208225644965e-09,9.023019229061901569e-04,3.753921173910157449e-09,3.599925246788870936e-09
3.932286496421966149e-09,4.558598387660595108e-09,3.326006408315151930e-04,3.985483490396291018e-04,1.412252895534038544e-03,5.646012723445892334e-04,3.599925246788870936e-09
1.974024489754810929e-04,4.558598387660595108e-09,3.880130439171125545e-09,3.323575074318796396e-04,3.421817273974170348e-09,2.693752467166632414e-04,3.599925246788870936e-09
3.932286496421966149e-09,4.558598387660595108e-09,4.684765299316495657e-04,4.001561028417199850e-04,3.421817273974170348e-09,3.753921173910157449e-09,1.085110779968090355e-04
4.340347659308463335e-04,4.558598387660595108e-09,3.880130439171125545e-09,2.287812239956110716e-04,3.421817273974170348e-09,3.753921173910157449e-09,3.599925246788870936e-09
4.192505148239433765e-04,2.184134209528565407e-04,3.880130439171125545e-09,2.301089407410472631e-04,3.421817273974170348e-09,3.753921173910157449e-09,2.514545340090990067e-04
2.332863514311611652e-04,3.008753992617130280e-04,3.880130439171125545e-09,6.432723021134734154e-04,3.421817273974170348e-09,3.753921173910157449e-09,3.599925246788870936e-09
3.932286496421966149e-09,4.558598387660595108e-09,4.329004150349646807e-04,3.525660208225644965e-09,3.421817273974170348e-09,2.221697504865005612e-04,4.361156316008418798e-04
3.932286496421966149e-09,2.418066433165222406e-04,3.169757255818694830e-04,4.847237869398668408e-05,3.421817273974170348e-09,3.753921173910157449e-09,3.599925246788870936e-09
3.932286496421966149e-09,4.558598387660595108e-09,7.499807397834956646e-04,3.525660208225644965e-09,3.421817273974170348e-09,3.753921173910157449e-09,3.599925246788870936e-09
3.932286496421966149e-09,4.558598387660595108e-09,3.196002799086272717e-04,3.525660208225644965e-09,1.602933276444673538e-03,3.753921173910157449e-09,4.929414717480540276e-05
4.629590548574924469e-04,8.750575361773371696e-04,4.958259523846209049e-04,2.919285616371780634e-04,3.839357232209295034e-04,3.753921173910157449e-09,7.905019447207450867e-04
3.000262950081378222e-04,4.558598387660595108e-09,3.880130439171125545e-09,2.001780667342245579e-04,3.421817273974170348e-09,2.317270991625264287e-04,2.039080136455595493e-04
4.517490451689809561e-04,5.766563699580729008e-04,3.880130439171125545e-09,1.300753327086567879e-03,2.352908923057839274e-04,3.753921173910157449e-09,7.330811349675059319e-04
1.729592768242582679e-04,4.558598387660595108e-09,3.880130439171125545e-09,4.113485047128051519e-04,1.298698625760152936e-04,2.676801232155412436e-04,3.599925246788870936e-09
3.932286496421966149e-09,4.558598387660595108e-09,3.880130439171125545e-09,2.029430324910208583e-04,4.259426495991647243e-04,5.226616631262004375e-04,3.599925246788870936e-09
1.833106653066352010e-04,4.558598387660595108e-09,3.312319313408806920e-05,1.067074335878714919e-04,3.421817273974170348e-09,3.753921173910157449e-09,5.269914981909096241e-04
3.932286496421966149e-09,4.558598387660595108e-09,6.996298907324671745e-06,2.659027231857180595e-04,2.079161786241456866e-04,3.753921173910157449e-09,4.262593574821949005e-04
